"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"1742",1993,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,3,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","N","","Morne Diablo","NA","NA","","2006","December",2007,"July","","Winter,Spring,Summer",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","swab","1","0","1","1",NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Desmodus rotundus","Desmodus rotundus","detection and phylogenetic analysis of group 1 coronaviruses in south american bats","1528","detection and phylogenetic analysis of group 1 coronaviruses in south american bats",0.261799387799149,0.0714285714285714,0,"Desmodus rotundus","Desmodus rotundus","PHYLLOSTOMIDAE"
"1743",1994,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,1,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","N","","Rousillac","NA","NA","","2006","December",2007,"July","","Winter,Spring,Summer",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","swab","1","0","1","1",NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Desmodus rotundus","Desmodus rotundus","detection and phylogenetic analysis of group 1 coronaviruses in south american bats","1529","detection and phylogenetic analysis of group 1 coronaviruses in south american bats",0.392699081698724,0.166666666666667,0,"Desmodus rotundus","Desmodus rotundus","PHYLLOSTOMIDAE"
"1744",1995,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,7,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","N","","La Brae","NA","NA","","2006","December",2007,"July","","Winter,Spring,Summer",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","swab","1","0","1","1",NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Desmodus rotundus","Desmodus rotundus","detection and phylogenetic analysis of group 1 coronaviruses in south american bats","1530","detection and phylogenetic analysis of group 1 coronaviruses in south american bats",0.180683561953354,0.0333333333333333,0,"Desmodus rotundus","Desmodus rotundus","PHYLLOSTOMIDAE"
"1745",1996,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,29,0,0,"Pteronotus parnellii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","N","","Tabaquite","NA","NA","","2006","December",2007,"July","","Winter,Spring,Summer",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","swab","1","0","1","1",NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Pteronotus parnellii","Pteronotus parnellii","detection and phylogenetic analysis of group 1 coronaviruses in south american bats","1531","detection and phylogenetic analysis of group 1 coronaviruses in south american bats",0.0918020051394593,0.00847457627118644,0,"Pteronotus parnellii","Pteronotus parnellii","MORMOOPIDAE"
"1746",1997,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,2,0,0,"Pteronotus parnellii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","N","","Wallerfield","NA","NA","","2006","December",2007,"July","","Winter,Spring,Summer",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","swab","1","0","1","1",NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Pteronotus parnellii","Pteronotus parnellii","detection and phylogenetic analysis of group 1 coronaviruses in south american bats","1532","detection and phylogenetic analysis of group 1 coronaviruses in south american bats",0.307739854335194,0.1,0,"Pteronotus parnellii","Pteronotus parnellii","MORMOOPIDAE"
"1747",1998,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,25,0,0,"Molossus major","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","N","","Talparo","NA","NA","","2006","December",2007,"July","","Winter,Spring,Summer",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","swab","1","0","1","1",NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Molossus molossus","Molossus molossus","detection and phylogenetic analysis of group 1 coronaviruses in south american bats","1533","detection and phylogenetic analysis of group 1 coronaviruses in south american bats",0.0986977799249404,0.00980392156862745,0,"Molossus molossus","Molossus molossus","MOLOSSIDAE"
"1749",2000,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,11,0,0,"Phyllostomus hastatus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","N","","Wallerfield","NA","NA","","2006","December",2007,"July","","Winter,Spring,Summer",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","swab","1","0","1","1",NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Phyllostomus hastatus","Phyllostomus hastatus","detection and phylogenetic analysis of group 1 coronaviruses in south american bats","1534","detection and phylogenetic analysis of group 1 coronaviruses in south american bats",0.146421385864288,0.0217391304347826,0,"Phyllostomus hastatus","Phyllostomus hastatus","PHYLLOSTOMIDAE"
"1750",2001,"detection and prevalence patterns of group i coronaviruses in bats, northern germany","Gloza-rausch et al.","Emerg Infect Dis",2008,9,1,0.111111,"Myotis bechsteinii","alphacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Germany","N","","Bornhöved","10°14'14""E","54°06'04""N","2007","","June",NA,"August","","Summer",NA,"Y; age, sex, lactation, gravidity","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","0","0","0",54.1011111111111,10.2372222222222,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis bechsteinii","Myotis bechsteinii","detection and prevalence patterns of group i coronaviruses in bats, northern germany","1535","detection and prevalence patterns of group i coronaviruses in bats, northern germany",0.392699081698724,0.0263157894736842,0.111111111111111,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"1751",2002,"detection and prevalence patterns of group i coronaviruses in bats, northern germany","Gloza-rausch et al.","Emerg Infect Dis",2008,2,0,0,"Myotis brandtii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Germany","N","","Westensee","9°58'17""E","54°16'44""N","2007","","June",NA,"August","","Summer",NA,"Y; age, sex, lactation, gravidity","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","0","0","0",54.2788888888889,9.97138888888889,"RdRp","No","No","PCR","genus not specified",1,"Myotis brandtii","Myotis brandtii","detection and prevalence patterns of group i coronaviruses in bats, northern germany","1536","detection and prevalence patterns of group i coronaviruses in bats, northern germany",0.307739854335194,0.1,0,"Myotis brandtii","Myotis brandtii","VESPERTILIONIDAE"
"1752",2003,"detection and prevalence patterns of group i coronaviruses in bats, northern germany","Gloza-rausch et al.","Emerg Infect Dis",2008,67,17,0.253731,"Myotis dasycneme","alphacoronavirus","","Lineage 1","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Germany","N","","Achterwehr, Methorst,  Schwentinebrücke, Projensdorfer Gehölz","10°18′57′′E","53°56′09′′N","2007","","June",NA,"August","","Summer",NA,"Y; age, sex, lactation, gravidity","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","0","0","0",53.9358333333333,10.3158333333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis dasycneme","Myotis dasycneme","detection and prevalence patterns of group i coronaviruses in bats, northern germany","1537","detection and prevalence patterns of group i coronaviruses in bats, northern germany",0.532009137934442,0.0037037037037037,0.253731343283582,"Myotis dasycneme","Myotis dasycneme","VESPERTILIONIDAE"
"1753",2007,"detection and prevalence patterns of group i coronaviruses in bats, northern germany","Gloza-rausch et al.","Emerg Infect Dis",2008,155,8,0.051613,"Myotis daubentonii","alphacoronavirus","","Lineage 4","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Germany","N","","Westensee, Achterwehr, Molfsee, Schwentinebrücke, Jägerslust, Projensdorfer Gehölz ","10°18′57′′E","53°56′09′′N","2007","","June",NA,"August","","Summer",NA,"Y; age, sex, lactation, gravidity","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","0","0","0",53.9358333333333,10.3158333333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis daubentonii","Myotis daubentonii","detection and prevalence patterns of group i coronaviruses in bats, northern germany","1538","detection and prevalence patterns of group i coronaviruses in bats, northern germany",0.235500437930908,0.00160771704180064,0.0516129032258064,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"1754",2013,"detection and prevalence patterns of group i coronaviruses in bats, northern germany","Gloza-rausch et al.","Emerg Infect Dis",2008,3,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Germany","N","","Schwentinebrücke","10°17'14""E","54°16'18""N","2007","","June",NA,"August","","Summer",NA,"Y; age, sex, lactation, gravidity","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","0","0","0",54.2716666666667,10.2872222222222,"RdRp","No","No","PCR","genus not specified",1,"Nyctalus noctula","Nyctalus noctula","detection and prevalence patterns of group i coronaviruses in bats, northern germany","1539","detection and prevalence patterns of group i coronaviruses in bats, northern germany",0.261799387799149,0.0714285714285714,0,"Nyctalus noctula","Nyctalus noctula","VESPERTILIONIDAE"
"1755",2014,"detection and prevalence patterns of group i coronaviruses in bats, northern germany","Gloza-rausch et al.","Emerg Infect Dis",2008,22,2,0.090909,"Pipistrellus nathusii","alphacoronavirus","","Lineage 2","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Germany","N","","Westensee, Methorst, Schwentinebrücke","10°18′57′′E","53°56′09′′N","2007","","June",NA,"August","","Summer",NA,"Y; age, sex, lactation, gravidity","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","0","0","0",53.9358333333333,10.3158333333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Pipistrellus nathusii","Pipistrellus nathusii","detection and prevalence patterns of group i coronaviruses in bats, northern germany","1540","detection and prevalence patterns of group i coronaviruses in bats, northern germany",0.334421482962365,0.0111111111111111,0.0909090909090909,"Pipistrellus nathusii","Pipistrellus nathusii","VESPERTILIONIDAE"
"1756",2017,"detection and prevalence patterns of group i coronaviruses in bats, northern germany","Gloza-rausch et al.","Emerg Infect Dis",2008,57,3,0.052632,"Pipistrellus pygmaeus","alphacoronavirus","","Lineage 3","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Germany","N","","Westensee, Achterwehr, Molfsee, Schwentinebrücke","10°18′57′′E","53°56′09′′N","2007","","June",NA,"August","","Summer",NA,"Y; age, sex, lactation, gravidity","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","0","0","0",53.9358333333333,10.3158333333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","detection and prevalence patterns of group i coronaviruses in bats, northern germany","1541","detection and prevalence patterns of group i coronaviruses in bats, northern germany",0.24758311073824,0.00434782608695652,0.0526315789473684,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","VESPERTILIONIDAE"
"1757",2021,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,4,0,0,"Barbastella barbastellus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Barbastella barbastellus","Barbastella barbastellus","detection of alpha and betacoronaviruses in multiple iberian bat species","1542","detection of alpha and betacoronaviruses in multiple iberian bat species",0.231823804500403,0.0555555555555556,0,"Barbastella barbastellus","Barbastella barbastellus","VESPERTILIONIDAE"
"1758",2037,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,2,0,0,"Barbastella barbastellus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"oral swab","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","oropharyngeal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Barbastella barbastellus","Barbastella barbastellus","detection of alpha and betacoronaviruses in multiple iberian bat species","1543","detection of alpha and betacoronaviruses in multiple iberian bat species",0.307739854335194,0.1,0,"Barbastella barbastellus","Barbastella barbastellus","VESPERTILIONIDAE"
"1759",2038,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,8,1,0.125,"Eptesicus isabellinus","betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Eptesicus isabellinus","Eptesicus isabellinus","detection of alpha and betacoronaviruses in multiple iberian bat species","1544","detection of alpha and betacoronaviruses in multiple iberian bat species",0.415359793871717,0.0294117647058824,0.125,"Eptesicus isabellinus","Eptesicus isabellinus","VESPERTILIONIDAE"
"1760",2039,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,7,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","detection of alpha and betacoronaviruses in multiple iberian bat species","1545","detection of alpha and betacoronaviruses in multiple iberian bat species",0.180683561953354,0.0333333333333333,0,"Eptesicus serotinus","Eptesicus serotinus","VESPERTILIONIDAE"
"1761",2040,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,26,2,0.076923,"Hypsugo savii","alphacoronavirus and betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","Unclear if alpha/beta coinfection","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pipistrellus savii","Pipistrellus savii","detection of alpha and betacoronaviruses in multiple iberian bat species","1546","detection of alpha and betacoronaviruses in multiple iberian bat species",0.307739854335194,0.00943396226415094,0.0769230769230769,"Pipistrellus savii","Pipistrellus savii","VESPERTILIONIDAE"
"1762",2041,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,10,0,0,"Hypsugo savii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"oral swab","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","oropharyngeal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pipistrellus savii","Pipistrellus savii","detection of alpha and betacoronaviruses in multiple iberian bat species","1547","detection of alpha and betacoronaviruses in multiple iberian bat species",0.153138684584835,0.0238095238095238,0,"Pipistrellus savii","Pipistrellus savii","VESPERTILIONIDAE"
"1763",2042,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,2,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","Miniopterus schreibersii","detection of alpha and betacoronaviruses in multiple iberian bat species","1548","detection of alpha and betacoronaviruses in multiple iberian bat species",0.307739854335194,0.1,0,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1764",2043,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,71,1,0.014085,"Miniopterus schreibersii","alphacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"oral swab","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","oropharyngeal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Miniopterus schreibersii","Miniopterus schreibersii","detection of alpha and betacoronaviruses in multiple iberian bat species","1549","detection of alpha and betacoronaviruses in multiple iberian bat species",0.142786866106037,0.0034965034965035,0.0140845070422535,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1765",2044,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,1,0,0,"Myotis alcathoe","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis alcathoe","Myotis alcathoe","detection of alpha and betacoronaviruses in multiple iberian bat species","1550","detection of alpha and betacoronaviruses in multiple iberian bat species",0.392699081698724,0.166666666666667,0,"Myotis alcathoe","Myotis alcathoe","VESPERTILIONIDAE"
"1766",2045,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,2,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis bechsteinii","Myotis bechsteinii","detection of alpha and betacoronaviruses in multiple iberian bat species","1551","detection of alpha and betacoronaviruses in multiple iberian bat species",0.307739854335194,0.1,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"1767",2046,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,3,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"oral swab","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","oropharyngeal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis bechsteinii","Myotis bechsteinii","detection of alpha and betacoronaviruses in multiple iberian bat species","1552","detection of alpha and betacoronaviruses in multiple iberian bat species",0.261799387799149,0.0714285714285714,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"1768",2047,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,11,1,0.090909,"Myotis blythii","alphacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"oral swab","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","oropharyngeal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis blythii","Myotis blythii","detection of alpha and betacoronaviruses in multiple iberian bat species","1553","detection of alpha and betacoronaviruses in multiple iberian bat species",0.35668855350627,0.0217391304347826,0.0909090909090909,"Myotis blythii","Myotis blythii","VESPERTILIONIDAE"
"1769",2048,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,14,0,0,"Myotis capaccinii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"oral swab","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","oropharyngeal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis capaccinii","Myotis capaccinii","detection of alpha and betacoronaviruses in multiple iberian bat species","1554","detection of alpha and betacoronaviruses in multiple iberian bat species",0.130578705451512,0.0172413793103448,0,"Myotis capaccinii","Myotis capaccinii","VESPERTILIONIDAE"
"1770",2049,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,39,1,0.025641,"Myotis daubentonii","alphacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis daubentonii","Myotis daubentonii","detection of alpha and betacoronaviruses in multiple iberian bat species","1555","detection of alpha and betacoronaviruses in multiple iberian bat species",0.192146810271946,0.00632911392405063,0.0256410256410257,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"1771",2050,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,52,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"oral swab","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","oropharyngeal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis daubentonii","Myotis daubentonii","detection of alpha and betacoronaviruses in multiple iberian bat species","1556","detection of alpha and betacoronaviruses in multiple iberian bat species",0.0688981123229425,0.00476190476190476,0,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"1772",2051,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,2,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"oral swab","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","oropharyngeal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis emarginatus","Myotis emarginatus","detection of alpha and betacoronaviruses in multiple iberian bat species","1557","detection of alpha and betacoronaviruses in multiple iberian bat species",0.307739854335194,0.1,0,"Myotis emarginatus","Myotis emarginatus","VESPERTILIONIDAE"
"1773",2052,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,15,0,0,"Myotis escalerai","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"oral swab","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","oropharyngeal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis escalerai","Myotis escalerai","detection of alpha and betacoronaviruses in multiple iberian bat species","1558","detection of alpha and betacoronaviruses in multiple iberian bat species",0.126340127571039,0.0161290322580645,0,"Myotis escalerai","Myotis escalerai","VESPERTILIONIDAE"
"1774",2053,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,1,1,1,"Myotis myotis","alphacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis myotis","Myotis myotis","detection of alpha and betacoronaviruses in multiple iberian bat species","1559","detection of alpha and betacoronaviruses in multiple iberian bat species",1.17809724509617,0.166666666666667,1,"Myotis myotis","Myotis myotis","VESPERTILIONIDAE"
"1775",2054,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,17,0,0,"Myotis myotis","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"oral swab","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","oropharyngeal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis myotis","Myotis myotis","detection of alpha and betacoronaviruses in multiple iberian bat species","1560","detection of alpha and betacoronaviruses in multiple iberian bat species",0.118970562415104,0.0142857142857143,0,"Myotis myotis","Myotis myotis","VESPERTILIONIDAE"
"1776",2055,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,5,0,0,"Myotis mystacinus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis mystacinus","Myotis mystacinus","detection of alpha and betacoronaviruses in multiple iberian bat species","1561","detection of alpha and betacoronaviruses in multiple iberian bat species",0.210267167641983,0.0454545454545455,0,"Myotis mystacinus","Myotis mystacinus","VESPERTILIONIDAE"
