PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
32088598,First respiratory transmitted food borne outbreak?,Jalava K.,Int J Hyg Environ Health. 2020 May;226:113490. doi: 10.1016/j.ijheh.2020.113490. Epub 2020 Feb 20.,Jalava K,Int J Hyg Environ Health,2020,2/24/20,PMC7129563,,10.1016/j.ijheh.2020.113490
32458760,COVID-19 pandemic - an African perspective,"Lone SA, Ahmad A.",Emerg Microbes Infect. 2020 Dec;9(1):1300-1308. doi: 10.1080/22221751.2020.1775132.,Lone SA,Emerg Microbes Infect,2020,5/28/20,PMC7473237,,10.1080/22221751.2020.1775132
28840816,"A persistently infecting coronavirus in hibernating Myotis lucifugus, the North American little brown bat","Subudhi S, Rapin N, Bollinger TK, Hill JE, Donaldson ME, Davy CM, Warnecke L, Turner JM, Kyle CJ, Willis CKR, Misra V.",J Gen Virol. 2017 Sep;98(9):2297-2309. doi: 10.1099/jgv.0.000898. Epub 2017 Aug 25.,Subudhi S,J Gen Virol,2017,8/26/17,PMC7079692,,10.1099/jgv.0.000898
32167166,An exclusive 42 amino acid signature in pp1ab protein provides insights into the evolutive history of the 2019 novel human-pathogenic coronavirus (SARS-CoV-2),"Cárdenas-Conejo Y, Liñan-Rico A, García-Rodríguez DA, Centeno-Leija S, Serrano-Posada H.",J Med Virol. 2020 Jun;92(6):688-692. doi: 10.1002/jmv.25758. Epub 2020 Mar 20.,Cárdenas-Conejo Y,J Med Virol,2020,3/14/20,PMC7228214,,10.1002/jmv.25758
32404529,"Comparison of Severe Acute Respiratory Syndrome Coronavirus 2 Spike Protein Binding to ACE2 Receptors from Human, Pets, Farm Animals, and Putative Intermediate Hosts","Zhai X, Sun J, Yan Z, Zhang J, Zhao J, Zhao Z, Gao Q, He WT, Veit M, Su S.",J Virol. 2020 Jul 16;94(15):e00831-20. doi: 10.1128/JVI.00831-20. Print 2020 Jul 16.,Zhai X,J Virol,2020,5/15/20,PMC7375388,,10.1128/JVI.00831-20
19625462,Angiotensin-converting enzyme 2 (ACE2) from raccoon dog can serve as an efficient receptor for the spike protein of severe acute respiratory syndrome coronavirus,"Xu L, Zhang Y, Liu Y, Chen Z, Deng H, Ma Z, Wang H, Hu Z, Deng F.",J Gen Virol. 2009 Nov;90(Pt 11):2695-2703. doi: 10.1099/vir.0.013490-0. Epub 2009 Jul 22.,Xu L,J Gen Virol,2009,7/24/09,,,10.1099/vir.0.013490-0
32289821,Extreme Genomic CpG Deficiency in SARS-CoV-2 and Evasion of Host Antiviral Defense,Xia X.,Mol Biol Evol. 2020 Sep 1;37(9):2699-2705. doi: 10.1093/molbev/msaa094.,Xia X,Mol Biol Evol,2020,4/15/20,PMC7184484,,10.1093/molbev/msaa094
22311357,Wild animal surveillance for coronavirus HKU1 and potential variants of other coronaviruses,"Yuen KY, Lau SK, Woo PC.",Hong Kong Med J. 2012 Feb;18 Suppl 2:25-6.,Yuen KY,Hong Kong Med J,2012,2/8/12,,,
30969980,A viral metagenomic survey identifies known and novel mammalian viruses in bats from Saudi Arabia,"Mishra N, Fagbo SF, Alagaili AN, Nitido A, Williams SH, Ng J, Lee B, Durosinlorun A, Garcia JA, Jain K, Kapoor V, Epstein JH, Briese T, Memish ZA, Olival KJ, Lipkin WI.",PLoS One. 2019 Apr 10;14(4):e0214227. doi: 10.1371/journal.pone.0214227. eCollection 2019.,Mishra N,PLoS One,2019,4/11/19,PMC6457491,,10.1371/journal.pone.0214227
32826334,Broad host range of SARS-CoV-2 predicted by comparative and structural analysis of ACE2 in vertebrates,"Damas J, Hughes GM, Keough KC, Painter CA, Persky NS, Corbo M, Hiller M, Koepfli KP, Pfenning AR, Zhao H, Genereux DP, Swofford R, Pollard KS, Ryder OA, Nweeia MT, Lindblad-Toh K, Teeling EC, Karlsson EK, Lewin HA.",Proc Natl Acad Sci U S A. 2020 Sep 8;117(36):22311-22322. doi: 10.1073/pnas.2010146117. Epub 2020 Aug 21.,Damas J,Proc Natl Acad Sci U S A,2020,8/23/20,PMC7486773,,10.1073/pnas.2010146117
32238584,"Computational Inference of Selection Underlying the Evolution of the Novel Coronavirus, Severe Acute Respiratory Syndrome Coronavirus 2","Cagliani R, Forni D, Clerici M, Sironi M.",J Virol. 2020 Jun 1;94(12):e00411-20. doi: 10.1128/JVI.00411-20. Print 2020 Jun 1.,Cagliani R,J Virol,2020,4/3/20,PMC7307108,,10.1128/JVI.00411-20
32532942,MERS-CoV and SARS-CoV infections in animals: a systematic review and meta-analysis of prevalence studies,"Bonilla-Aldana DK, Cardona-Trujillo MC, García-Barco A, Holguin-Rivera Y, Cortes-Bonilla I, Bedoya-Arias HA, Patiño-Cadavid LJ, Tamayo-Orozco JD, Paniz-Mondolfi A, Zambrano LI, Dhama K, Sah R, Rabaan AA, Balbin-Ramon GJ, Rodriguez-Morales AJ.",Infez Med. 2020 Jun 1;28(suppl 1):71-83.,Bonilla-Aldana DK,Infez Med,2020,6/14/20,,,
24554656,Receptor variation and susceptibility to Middle East respiratory syndrome coronavirus infection,"Barlan A, Zhao J, Sarkar MK, Li K, McCray PB Jr, Perlman S, Gallagher T.",J Virol. 2014 May;88(9):4953-61. doi: 10.1128/JVI.00161-14. Epub 2014 Feb 19.,Barlan A,J Virol,2014,2/21/14,PMC3993797,,10.1128/JVI.00161-14
30341341,White-nose syndrome is associated with increased replication of a naturally persisting coronaviruses in bats,"Davy CM, Donaldson ME, Subudhi S, Rapin N, Warnecke L, Turner JM, Bollinger TK, Kyle CJ, Dorville NAS, Kunkel EL, Norquay KJO, Dzal YA, Willis CKR, Misra V.",Sci Rep. 2018 Oct 19;8(1):15508. doi: 10.1038/s41598-018-33975-x.,Davy CM,Sci Rep,2018,10/21/18,PMC6195612,,10.1038/s41598-018-33975-x
32412918,"COVID-19: A Worldwide, Zoonotic, Pandemic Outbreak","Khan T, Agnihotri K, Tripathi A, Mukherjee S, Agnihotri N, Gupta G.",Altern Ther Health Med. 2020 Aug;26(S2):56-64.,Khan T,Altern Ther Health Med,2020,5/16/20,,,
32294518,A comprehensive analysis of genome composition and codon usage patterns of emerging coronaviruses,"Tort FL, Castells M, Cristina J.",Virus Res. 2020 Jul 2;283:197976. doi: 10.1016/j.virusres.2020.197976. Epub 2020 Apr 12.,Tort FL,Virus Res,2020,4/16/20,PMC7152894,,10.1016/j.virusres.2020.197976
17617433,Complete genome sequence of bat coronavirus HKU2 from Chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome,"Lau SK, Woo PC, Li KS, Huang Y, Wang M, Lam CS, Xu H, Guo R, Chan KH, Zheng BJ, Yuen KY.",Virology. 2007 Oct 25;367(2):428-39. doi: 10.1016/j.virol.2007.06.009. Epub 2007 Jul 6.,Lau SK,Virology,2007,7/10/07,PMC7103351,,10.1016/j.virol.2007.06.009
29299855,The persistent prevalence and evolution of cross-family recombinant coronavirus GCCDC1 among a bat population: a two-year follow-up,"Obameso JO, Li H, Jia H, Han M, Zhu S, Huang C, Zhao Y, Zhao M, Bai Y, Yuan F, Zhao H, Peng X, Xu W, Tan W, Zhao Y, Yuen KY, Liu WJ, Lu L, Gao GF.",Sci China Life Sci. 2017 Dec;60(12):1357-1363. doi: 10.1007/s11427-017-9263-6. Epub 2017 Dec 1.,Obameso JO,Sci China Life Sci,2017,1/5/18,PMC7088801,,10.1007/s11427-017-9263-6
31847282,Viral Diversity of Microbats within the South West Botanical Province of Western Australia,"Prada D, Boyd V, Baker ML, O'Dea M, Jackson B.",Viruses. 2019 Dec 13;11(12):1157. doi: 10.3390/v11121157.,Prada D,Viruses,2019,12/19/19,PMC6950384,,10.3390/v11121157
32111262,A mathematical model for simulating the phase-based transmissibility of a novel coronavirus,"Chen TM, Rui J, Wang QP, Zhao ZY, Cui JA, Yin L.",Infect Dis Poverty. 2020 Feb 28;9(1):24. doi: 10.1186/s40249-020-00640-3.,Chen TM,Infect Dis Poverty,2020,3/1/20,PMC7047374,,10.1186/s40249-020-00640-3
30677236,"Understanding Ebola virus and other zoonotic transmission risks through human-bat contacts: Exploratory study on knowledge, attitudes and practices in Southern Cameroon","Baudel H, De Nys H, Mpoudi Ngole E, Peeters M, Desclaux A.",Zoonoses Public Health. 2019 May;66(3):288-295. doi: 10.1111/zph.12563. Epub 2019 Jan 24.,Baudel H,Zoonoses Public Health,2019,1/25/19,PMC7165775,,10.1111/zph.12563
25392474,Ecological dynamics of emerging bat virus spillover,"Plowright RK, Eby P, Hudson PJ, Smith IL, Westcott D, Bryden WL, Middleton D, Reid PA, McFarlane RA, Martin G, Tabor GM, Skerratt LF, Anderson DL, Crameri G, Quammen D, Jordan D, Freeman P, Wang LF, Epstein JH, Marsh GA, Kung NY, McCallum H.",Proc Biol Sci. 2015 Jan 7;282(1798):20142124. doi: 10.1098/rspb.2014.2124.,Plowright RK,Proc Biol Sci,2015,11/14/14,PMC4262174,,10.1098/rspb.2014.2124
32893295,Where Did SARS-CoV-2 Come From?,"Leitner T, Kumar S.",Mol Biol Evol. 2020 Sep 1;37(9):2463-2464. doi: 10.1093/molbev/msaa162.,Leitner T,Mol Biol Evol,2020,9/7/20,PMC7454771,,10.1093/molbev/msaa162
32031264,Evolving status of the 2019 novel coronavirus infection: Proposal of conventional serologic assays for disease diagnosis and infection monitoring,"Xiao SY, Wu Y, Liu H.",J Med Virol. 2020 May;92(5):464-467. doi: 10.1002/jmv.25702. Epub 2020 Feb 17.,Xiao SY,J Med Virol,2020,2/8/20,PMC7167054,,10.1002/jmv.25702
23265969,Bats and their virome: an important source of emerging viruses capable of infecting humans,"Smith I, Wang LF.",Curr Opin Virol. 2013 Feb;3(1):84-91. doi: 10.1016/j.coviro.2012.11.006. Epub 2012 Dec 21.,Smith I,Curr Opin Virol,2013,12/26/12,PMC7102720,,10.1016/j.coviro.2012.11.006
32005086,"An emerging coronavirus causing pneumonia outbreak in Wuhan, China: calling for developing therapeutic and prophylactic strategies","Jiang S, Du L, Shi Z.",Emerg Microbes Infect. 2020 Jan 31;9(1):275-277. doi: 10.1080/22221751.2020.1723441. eCollection 2020.,Jiang S,Emerg Microbes Infect,2020,2/2/20,PMC7033706,,10.1080/22221751.2020.1723441
31911390,Analysis of preferred codon usage in the coronavirus N genes and their implications for genome evolution and vaccine design,"Sheikh A, Al-Taher A, Al-Nazawi M, Al-Mubarak AI, Kandeel M.",J Virol Methods. 2020 Mar;277:113806. doi: 10.1016/j.jviromet.2019.113806. Epub 2020 Jan 5.,Sheikh A,J Virol Methods,2020,1/9/20,PMC7119019,,10.1016/j.jviromet.2019.113806
32661139,Broad and Differential Animal Angiotensin-Converting Enzyme 2 Receptor Usage by SARS-CoV-2,"Zhao X, Chen D, Szabla R, Zheng M, Li G, Du P, Zheng S, Li X, Song C, Li R, Guo JT, Junop M, Zeng H, Lin H.",J Virol. 2020 Aug 31;94(18):e00940-20. doi: 10.1128/JVI.00940-20. Print 2020 Aug 31.,Zhao X,J Virol,2020,7/15/20,PMC7459545,,10.1128/JVI.00940-20
32009128,History is repeating itself: Probable zoonotic spillover as the cause of the 2019 novel Coronavirus Epidemic,"Rodriguez-Morales AJ, Bonilla-Aldana DK, Balbin-Ramon GJ, Rabaan AA, Sah R, Paniz-Mondolfi A, Pagliano P, Esposito S.",Infez Med. 2020 Mar 1;28(1):3-5.,Rodriguez-Morales AJ,Infez Med,2020,2/4/20,,,
32315281,Possible Bat Origin of Severe Acute Respiratory Syndrome Coronavirus 2,"Lau SKP, Luk HKH, Wong ACP, Li KSM, Zhu L, He Z, Fung J, Chan TTY, Fung KSC, Woo PCY.",Emerg Infect Dis. 2020 Jul;26(7):1542-1547. doi: 10.3201/eid2607.200092. Epub 2020 Jun 21.,Lau SKP,Emerg Infect Dis,2020,4/22/20,PMC7323513,,10.3201/eid2607.200092
27527760,Molecular surveillance of traditional and emerging pathogens associated with canine infectious respiratory disease,"Decaro N, Mari V, Larocca V, Losurdo M, Lanave G, Lucente MS, Corrente M, Catella C, Bo S, Elia G, Torre G, Grandolfo E, Martella V, Buonavoglia C.",Vet Microbiol. 2016 Aug 30;192:21-25. doi: 10.1016/j.vetmic.2016.06.009. Epub 2016 Jun 22.,Decaro N,Vet Microbiol,2016,8/17/16,PMC7131703,,10.1016/j.vetmic.2016.06.009
26433221,ORF8-Related Genetic Evidence for Chinese Horseshoe Bats as the Source of Human Severe Acute Respiratory Syndrome Coronavirus,"Wu Z, Yang L, Ren X, Zhang J, Yang F, Zhang S, Jin Q.",J Infect Dis. 2016 Feb 15;213(4):579-83. doi: 10.1093/infdis/jiv476. Epub 2015 Oct 3.,Wu Z,J Infect Dis,2016,10/4/15,PMC7107392,,10.1093/infdis/jiv476
31997390,"Potential of large ""first generation"" human-to-human transmission of 2019-nCoV","Li X, Zai J, Wang X, Li Y.",J Med Virol. 2020 Apr;92(4):448-454. doi: 10.1002/jmv.25693. Epub 2020 Feb 14.,Li X,J Med Virol,2020,1/31/20,PMC7166825,,10.1002/jmv.25693
29355607,Interplay between co-divergence and cross-species transmission in the evolutionary history of bat coronaviruses,"Leopardi S, Holmes EC, Gastaldelli M, Tassoni L, Priori P, Scaravelli D, Zamperin G, De Benedictis P.",Infect Genet Evol. 2018 Mar;58:279-289. doi: 10.1016/j.meegid.2018.01.012. Epub 2018 Jan 30.,Leopardi S,Infect Genet Evol,2018,1/23/18,PMC7106311,,10.1016/j.meegid.2018.01.012
28508214,Efficient Reverse Genetic Systems for Rapid Genetic Manipulation of Emergent and Preemergent Infectious Coronaviruses,"Cockrell AS, Beall A, Yount B, Baric R.",Methods Mol Biol. 2017;1602:59-81. doi: 10.1007/978-1-4939-6964-7_5.,Cockrell AS,Methods Mol Biol,2017,5/17/17,PMC7120940,,10.1007/978-1-4939-6964-7_5
20678314,"Bat coronaviruses and experimental infection of bats, the Philippines","Watanabe S, Masangkay JS, Nagata N, Morikawa S, Mizutani T, Fukushi S, Alviola P, Omatsu T, Ueda N, Iha K, Taniguchi S, Fujii H, Tsuda S, Endoh M, Kato K, Tohya Y, Kyuwa S, Yoshikawa Y, Akashi H.",Emerg Infect Dis. 2010 Aug;16(8):1217-23. doi: 10.3201/eid1608.100208.,Watanabe S,Emerg Infect Dis,2010,8/4/10,PMC3298303,,10.3201/eid1608.100208
20702646,Coexistence of different genotypes in the same bat and serological characterization of Rousettus bat coronavirus HKU9 belonging to a novel Betacoronavirus subgroup,"Lau SK, Poon RW, Wong BH, Wang M, Huang Y, Xu H, Guo R, Li KS, Gao K, Chan KH, Zheng BJ, Woo PC, Yuen KY.",J Virol. 2010 Nov;84(21):11385-94. doi: 10.1128/JVI.01121-10. Epub 2010 Aug 11.,Lau SK,J Virol,2010,8/13/10,PMC2953156,,10.1128/JVI.01121-10
27928918,"Characterization and phylogenetic analysis of new bat astroviruses detected in Gabon, Central Africa","Rougeron V, Suquet E, Maganga GD, Jiolle D, Mombo IM, Bourgarel M, Motsch P, Arnathau C, Durand P, Drexler F, Drosten C, Renaud F, Prugnolle F, Leroy EM.",Acta Virol. 2016;60(4):386-392. doi: 10.4149/av_2016_04_386.,Rougeron V,Acta Virol,2016,12/9/16,,,10.4149/av_2016_04_386
24750692,Bat flight and zoonotic viruses,"O'Shea TJ, Cryan PM, Cunningham AA, Fooks AR, Hayman DT, Luis AD, Peel AJ, Plowright RK, Wood JL.",Emerg Infect Dis. 2014 May;20(5):741-5. doi: 10.3201/eid2005.130539.,O'Shea TJ,Emerg Infect Dis,2014,4/23/14,PMC4012789,,10.3201/eid2005.130539
27934903,Unlocking bat immunology: establishment of Pteropus alecto bone marrow-derived dendritic cells and macrophages,"Zhou P, Chionh YT, Irac SE, Ahn M, Jia Ng JH, Fossum E, Bogen B, Ginhoux F, Irving AT, Dutertre CA, Wang LF.",Sci Rep. 2016 Dec 9;6:38597. doi: 10.1038/srep38597.,Zhou P,Sci Rep,2016,12/10/16,PMC5146944,,10.1038/srep38597
32011232,"Accelerated viral dynamics in bat cell lines, with implications for zoonotic emergence","Brook CE, Boots M, Chandran K, Dobson AP, Drosten C, Graham AL, Grenfell BT, Müller MA, Ng M, Wang LF, van Leeuwen A.",Elife. 2020 Feb 3;9:e48401. doi: 10.7554/eLife.48401.,Brook CE,Elife,2020,2/4/20,PMC7064339,,10.7554/eLife.48401
28500421,"Seasonal Fluctuations of Astrovirus, But Not Coronavirus Shedding in Bats Inhabiting Human-Modified Tropical Forests","Seltmann A, Corman VM, Rasche A, Drosten C, Czirják GÁ, Bernard H, Struebig MJ, Voigt CC.",Ecohealth. 2017 Jun;14(2):272-284. doi: 10.1007/s10393-017-1245-x. Epub 2017 May 12.,Seltmann A,Ecohealth,2017,5/14/17,PMC7087689,,10.1007/s10393-017-1245-x
29500692,"Longitudinal Surveillance of Betacoronaviruses in Fruit Bats in Yunnan Province, China During 2009-2016","Luo Y, Li B, Jiang RD, Hu BJ, Luo DS, Zhu GJ, Hu B, Liu HZ, Zhang YZ, Yang XL, Shi ZL.",Virol Sin. 2018 Feb;33(1):87-95. doi: 10.1007/s12250-018-0017-2. Epub 2018 Mar 2.,Luo Y,Virol Sin,2018,3/4/18,PMC6178081,,10.1007/s12250-018-0017-2
29102111,Discovery of a novel swine enteric alphacoronavirus (SeACoV) in southern China,"Pan Y, Tian X, Qin P, Wang B, Zhao P, Yang YL, Wang L, Wang D, Song Y, Zhang X, Huang YW.",Vet Microbiol. 2017 Nov;211:15-21. doi: 10.1016/j.vetmic.2017.09.020. Epub 2017 Sep 28.,Pan Y,Vet Microbiol,2017,11/6/17,PMC7117260,,10.1016/j.vetmic.2017.09.020
18258002,Evolutionary relationships between bat coronaviruses and their hosts,"Cui J, Han N, Streicker D, Li G, Tang X, Shi Z, Hu Z, Zhao G, Fontanet A, Guan Y, Wang L, Jones G, Field HE, Daszak P, Zhang S.",Emerg Infect Dis. 2007 Oct;13(10):1526-32. doi: 10.3201/eid1310.070448.,Cui J,Emerg Infect Dis,2007,2/9/08,PMC2851503,,10.3201/eid1310.070448
22180768,SARS-CoV and emergent coronaviruses: viral determinants of interspecies transmission,"Bolles M, Donaldson E, Baric R.",Curr Opin Virol. 2011 Dec;1(6):624-34. doi: 10.1016/j.coviro.2011.10.012.,Bolles M,Curr Opin Virol,2011,12/20/11,PMC3237677,NIHMS339124,10.1016/j.coviro.2011.10.012
32271768,Detection of novel coronaviruses in bats in Myanmar,"Valitutto MT, Aung O, Tun KYN, Vodzak ME, Zimmerman D, Yu JH, Win YT, Maw MT, Thein WZ, Win HH, Dhanota J, Ontiveros V, Smith B, Tremeau-Brevard A, Goldstein T, Johnson CK, Murray S, Mazet J.",PLoS One. 2020 Apr 9;15(4):e0230802. doi: 10.1371/journal.pone.0230802. eCollection 2020.,Valitutto MT,PLoS One,2020,4/10/20,PMC7144984,,10.1371/journal.pone.0230802
25656066,Middle East respiratory syndrome: An emerging coronavirus infection tracked by the crowd,"Mackay IM, Arden KE.",Virus Res. 2015 Apr 16;202:60-88. doi: 10.1016/j.virusres.2015.01.021. Epub 2015 Feb 2.,Mackay IM,Virus Res,2015,2/7/15,PMC7114422,,10.1016/j.virusres.2015.01.021
20011515,"Establishment, immortalisation and characterisation of pteropid bat cell lines","Crameri G, Todd S, Grimley S, McEachern JA, Marsh GA, Smith C, Tachedjian M, De Jong C, Virtue ER, Yu M, Bulach D, Liu JP, Michalski WP, Middleton D, Field HE, Wang LF.",PLoS One. 2009 Dec 11;4(12):e8266. doi: 10.1371/journal.pone.0008266.,Crameri G,PLoS One,2009,12/17/09,PMC2788226,,10.1371/journal.pone.0008266
32155431,Unveiling the Origin and Transmission of 2019-nCoV,Xu Y.,Trends Microbiol. 2020 Apr;28(4):239-240. doi: 10.1016/j.tim.2020.02.001. Epub 2020 Feb 24.,Xu Y,Trends Microbiol,2020,3/11/20,PMC7126210,,10.1016/j.tim.2020.02.001
25706132,Analysis of cathepsin and furin proteolytic enzymes involved in viral fusion protein activation in cells of the bat reservoir host,"El Najjar F, Lampe L, Baker ML, Wang LF, Dutch RE.",PLoS One. 2015 Feb 23;10(2):e0115736. doi: 10.1371/journal.pone.0115736. eCollection 2015.,El Najjar F,PLoS One,2015,2/24/15,PMC4338073,,10.1371/journal.pone.0115736
24719429,Identification of diverse alphacoronaviruses and genomic characterization of a novel severe acute respiratory syndrome-like coronavirus from bats in China,"He B, Zhang Y, Xu L, Yang W, Yang F, Feng Y, Xia L, Zhou J, Zhen W, Feng Y, Guo H, Zhang H, Tu C.",J Virol. 2014 Jun;88(12):7070-82. doi: 10.1128/JVI.00631-14. Epub 2014 Apr 9.,He B,J Virol,2014,4/11/14,PMC4054348,,10.1128/JVI.00631-14
16775933,[Chiroptera and zoonosis: an emerging problem on all five continents],"Hance P, Garnotel E, Morillon M.",Med Trop (Mars). 2006 Apr;66(2):119-24.,Hance P,Med Trop (Mars),2006,6/17/06,,,
32522830,Comparative Pathogenesis of Bovine and Porcine Respiratory Coronaviruses in the Animal Host Species and SARS-CoV-2 in Humans,"Saif LJ, Jung K.",J Clin Microbiol. 2020 Jul 23;58(8):e01355-20. doi: 10.1128/JCM.01355-20. Print 2020 Jul 23.,Saif LJ,J Clin Microbiol,2020,6/12/20,PMC7383540,,10.1128/JCM.01355-20
28725945,Genetic Characteristics of Coronaviruses from Korean Bats in 2016,"Lee S, Jo SD, Son K, An I, Jeong J, Wang SJ, Kim Y, Jheong W, Oem JK.",Microb Ecol. 2018 Jan;75(1):174-182. doi: 10.1007/s00248-017-1033-8. Epub 2017 Jul 19.,Lee S,Microb Ecol,2018,7/21/17,PMC7079938,,10.1007/s00248-017-1033-8
32327721,Bat coronavirus phylogeography in the Western Indian Ocean,"Joffrin L, Goodman SM, Wilkinson DA, Ramasindrazana B, Lagadec E, Gomard Y, Le Minter G, Dos Santos A, Corrie Schoeman M, Sookhareea R, Tortosa P, Julienne S, Gudo ES, Mavingui P, Lebarbenchon C.",Sci Rep. 2020 Apr 23;10(1):6873. doi: 10.1038/s41598-020-63799-7.,Joffrin L,Sci Rep,2020,4/25/20,PMC7181612,,10.1038/s41598-020-63799-7
32515561,"[Source of the COVID-19 pandemic: ecology and genetics of coronaviruses (Betacoronavirus: Coronaviridae) SARS-CoV, SARS-CoV-2 (subgenus Sarbecovirus), and MERS-CoV (subgenus Merbecovirus).]","Lvov DK, Alkhovsky SV.",Vopr Virusol. 2020;65(2):62-70. doi: 10.36233/0507-4088-2020-65-2-62-70.,Lvov DK,Vopr Virusol,2020,6/10/20,,,10.36233/0507-4088-2020-65-2-62-70
29463282,Longitudinal study of age-specific pattern of coronavirus infection in Lyle's flying fox (Pteropus lylei) in Thailand,"Wacharapluesadee S, Duengkae P, Chaiyes A, Kaewpom T, Rodpan A, Yingsakmongkon S, Petcharat S, Phengsakul P, Maneeorn P, Hemachudha T.",Virol J. 2018 Feb 20;15(1):38. doi: 10.1186/s12985-018-0950-6.,Wacharapluesadee S,Virol J,2018,2/22/18,PMC5819653,,10.1186/s12985-018-0950-6
23212740,"Coronavirus genotype diversity and prevalence of infection in wild carnivores in the Serengeti National Park, Tanzania","Goller KV, Fickel J, Hofer H, Beier S, East ML.",Arch Virol. 2013 Apr;158(4):729-34. doi: 10.1007/s00705-012-1562-x. Epub 2012 Dec 5.,Goller KV,Arch Virol,2013,12/6/12,PMC7086904,,10.1007/s00705-012-1562-x
32526937,Analysis of the Hosts and Transmission Paths of SARS-CoV-2 in the COVID-19 Outbreak,"Dong R, Pei S, Yin C, He RL, Yau SS.",Genes (Basel). 2020 Jun 9;11(6):637. doi: 10.3390/genes11060637.,Dong R,Genes (Basel),2020,6/13/20,PMC7349679,,10.3390/genes11060637
32640245,The World Goes Bats: Living Longer and Tolerating Viruses,"Gorbunova V, Seluanov A, Kennedy BK.",Cell Metab. 2020 Jul 7;32(1):31-43. doi: 10.1016/j.cmet.2020.06.013.,Gorbunova V,Cell Metab,2020,7/9/20,PMC7341951,,10.1016/j.cmet.2020.06.013
32503352,Genomic Sequencing and Analysis of Eight Camel-Derived Middle East Respiratory Syndrome Coronavirus (MERS-CoV) Isolates in Saudi Arabia,"Al-Shomrani BM, Manee MM, Alharbi SN, Altammami MA, Alshehri MA, Nassar MS, Bakhrebah MA, Al-Fageeh MB.",Viruses. 2020 Jun 3;12(6):611. doi: 10.3390/v12060611.,Al-Shomrani BM,Viruses,2020,6/7/20,PMC7354450,,10.3390/v12060611
32764506,"Wide Diversity of Coronaviruses in Frugivorous and Insectivorous Bat Species: A Pilot Study in Guinea, West Africa","Lacroix A, Vidal N, Keita AK, Thaurignac G, Esteban A, De Nys H, Diallo R, Toure A, Goumou S, Soumah AK, Povogui M, Koivogui J, Monemou JL, Raulino R, Nkuba A, Foulongne V, Delaporte E, Ayouba A, Peeters M.",Viruses. 2020 Aug 5;12(8):855. doi: 10.3390/v12080855.,Lacroix A,Viruses,2020,8/9/20,PMC7472279,,10.3390/v12080855
25884446,Diversity of coronavirus in bats from Eastern Thailand,"Wacharapluesadee S, Duengkae P, Rodpan A, Kaewpom T, Maneeorn P, Kanchanasaka B, Yingsakmongkon S, Sittidetboripat N, Chareesaen C, Khlangsap N, Pidthong A, Leadprathom K, Ghai S, Epstein JH, Daszak P, Olival KJ, Blair PJ, Callahan MV, Hemachudha T.",Virol J. 2015 Apr 11;12:57. doi: 10.1186/s12985-015-0289-1.,Wacharapluesadee S,Virol J,2015,4/18/15,PMC4416284,,10.1186/s12985-015-0289-1
23883791,"The emerging novel Middle East respiratory syndrome coronavirus: the ""knowns"" and ""unknowns""","Chan JF, Lau SK, Woo PC.",J Formos Med Assoc. 2013 Jul;112(7):372-81. doi: 10.1016/j.jfma.2013.05.010. Epub 2013 Jul 21.,Chan JF,J Formos Med Assoc,2013,7/26/13,PMC7125600,,10.1016/j.jfma.2013.05.010
25787280,Receptor usage and cell entry of porcine epidemic diarrhea coronavirus,"Liu C, Tang J, Ma Y, Liang X, Yang Y, Peng G, Qi Q, Jiang S, Li J, Du L, Li F.",J Virol. 2015 Jun;89(11):6121-5. doi: 10.1128/JVI.00430-15. Epub 2015 Mar 18.,Liu C,J Virol,2015,3/20/15,PMC4442452,,10.1128/JVI.00430-15
32854725,Characterization of accessory genes in coronavirus genomes,"Michel CJ, Mayer C, Poch O, Thompson JD.",Virol J. 2020 Aug 27;17(1):131. doi: 10.1186/s12985-020-01402-1.,Michel CJ,Virol J,2020,8/29/20,PMC7450977,,10.1186/s12985-020-01402-1
25019613,Substitution at aspartic acid 1128 in the SARS coronavirus spike glycoprotein mediates escape from a S2 domain-targeting neutralizing monoclonal antibody,"Ng OW, Keng CT, Leung CS, Peiris JS, Poon LL, Tan YJ.",PLoS One. 2014 Jul 14;9(7):e102415. doi: 10.1371/journal.pone.0102415. eCollection 2014.,Ng OW,PLoS One,2014,7/15/14,PMC4097068,,10.1371/journal.pone.0102415
32088333,Lessons learned from the 2019-nCoV epidemic on prevention of future infectious diseases,"Pan X, Ojcius DM, Gao T, Li Z, Pan C, Pan C.",Microbes Infect. 2020 Mar;22(2):86-91. doi: 10.1016/j.micinf.2020.02.004. Epub 2020 Feb 20.,Pan X,Microbes Infect,2020,2/24/20,PMC7102576,,10.1016/j.micinf.2020.02.004
23720729,Genetic characterization of Betacoronavirus lineage C viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus HKU5 in Japanese pipistrelle: implications for the origin of the novel Middle East respiratory syndrome coronavirus,"Lau SK, Li KS, Tsang AK, Lam CS, Ahmed S, Chen H, Chan KH, Woo PC, Yuen KY.",J Virol. 2013 Aug;87(15):8638-50. doi: 10.1128/JVI.01055-13. Epub 2013 May 29.,Lau SK,J Virol,2013,5/31/13,PMC3719811,,10.1128/JVI.01055-13
