Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Synergistic China-US Ecological Research is Essential for Global Emerging Infectious Disease Preparedness,"Smiley Evans, Tierra; Shi, Zhengli; Boots, Michael; Liu, Wenjun; Olival, Kevin J.; Xiao, Xiangming; Vandewoude, Sue; Brown, Heidi; Chen, Ji-Long; Civitello, David J.; Escobar, Luis; Grohn, Yrjo; Li, Hongying; Lips, Karen; Liu, Qiyoung; Lu, Jiahai; Martinez-Lopez, Beatriz; Shi, Jishu; Shi, Xiaolu; Xu, Biao; Yuan, Lihong; Zhu, Guoqiang; Getz, Wayne M.",,,,ECOHEALTH,MAR 2020,2020,17,1,,,,160,173,,10.1007/s10393-020-01471-2,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hunting Bats for Human Consumption in Bangladesh,"Nahar, Nazmun; Asaduzzaman, Mohammad; Mandal, Utpal Kumar; Rimi, Nadia Ali; Gurley, Emily S.; Rahman, Mahmudur; Garcia, Fernando; Zimicki, Susan; Sultana, Rebeca; Luby, Stephen P.",,,,ECOHEALTH,MAR 2020,2020,17,1,,,,139,151,,10.1007/s10393-020-01468-x,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spatiotemporal heterogeneity decouples infection parameters of amphibian chytridiomycosis,"McMillan, Kirsten M.; Lesbarreres, David; Harrison, Xavier A.; Garner, Trenton W. J.",,,,JOURNAL OF ANIMAL ECOLOGY,APR 2020,2020,89,4,,,,1109,1121,,10.1111/1365-2656.13170,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The pangolin's revenge: SARS-CoV-2 did not emerge from a lab but from wildlife exploitation,"Gatti, Roberto Cazzolla",,,,GAIA-ECOLOGICAL PERSPECTIVES FOR SCIENCE AND SOCIETY,2020,2020,29,2,,,,79,82,,10.14512/gaia.29.2.3,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
How conservation will be impacted in the COVID-19 pandemic,"Neupane, Dinesh",,,,WILDLIFE BIOLOGY,2020,2020,2020,2,,,,,,wlb.00727,10.2981/wlb.00727,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Conservation risk of Batrachochytrium salamandrivorans to endemic lungless salamanders,"Carter, Edward Davis; Miller, Debra L.; Peterson, Anna C.; Sutton, William B.; Cusaac, Joseph Patrick W.; Spatz, Jennifer A.; Rollins-Smith, Louise A.; Reinert, Laura K.; Bohanon, Markese; Williams, Lori A.; Upchurch, Andrea; Gray, Matthew J.",,,,CONSERVATION LETTERS,JAN 2020,2020,13,1,,,,,,e12675,10.1111/conl.12675,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
What do studies in wild mammals tell us about human emerging viral diseases in Mexico?,"Colunga-Salas, Pablo; Sanchez-Montes, Sokani; Grostieta, Estefania; Verde-Arregoitia, Luis D.; Cabrera-Garrido, Martin Y.; Becker, Ingeborg; Leon-Paniagua, Livia",,,,TRANSBOUNDARY AND EMERGING DISEASES,JAN 2020,2020,67,1,,,,33,45,,10.1111/tbed.13336,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Coronaviruses Detected in Bats in Close Contact with Humans in Rwanda,"Nziza, Julius; Goldstein, Tracey; Cranfield, Mike; Webala, Paul; Nsengimana, Olivier; Nyatanyi, Thierry; Mudakikwa, Antoine; Tremeau-Bravard, Alexandre; Byarugaba, Dennis; Tumushime, Jean Claude; Mwikarago, Ivan Emil; Gafarasi, Isidore; Mazet, Jonna; Gilardi, Kirsten",,,,ECOHEALTH,MAR 2020,2020,17,1,,,,152,159,,10.1007/s10393-019-01458-8,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Movement responses of common noctule bats to the illuminated urban landscape,"Voigt, Christian C.; Scholl, Julia M.; Bauer, Juliane; Teige, Tobias; Yovel, Yossi; Kramer-Schadt, Stephanie; Gras, P.",,,,LANDSCAPE ECOLOGY,JAN 2020,2020,35,1,,,,189,201,,10.1007/s10980-019-00942-4,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yards increase forest connectivity in urban landscapes,"Ossola, Alessandro; Locke, Dexter; Lin, Brenda; Minor, Emily",,,,LANDSCAPE ECOLOGY,DEC 2019,2019,34,12,,,,2935,2948,,10.1007/s10980-019-00923-7,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Activation of RNase L in Egyptian Rousette Bat-Derived RoNi/7 Cells Is Dependent Primarily on OAS3 and Independent of MAVS Signaling,"Li, Yize; Dong, Beihua; Wei, Zuzhang; Silverman, Robert H.; Weiss, Susan R.",,,,MBIO,NOV-DEC 2019,2019,10,6,,,,,,e02414-19,10.1128/mBio.02414-19,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Scientific statement on the coverage of bats by the current pesticide risk assessment for birds and mammals,"Hernandez-Jerez, Antonio; Adriaanse, Paulien; Aldrich, Annette; Berny, Philippe; Coja, Tamara; Duquesne, Sabine; Gimsing, Anne Louise; Marina, Marinovich; Millet, Maurice; Pelkonen, Olavi; Pieper, Silvia; Tiktak, Aaldrik; Tzoulaki, Ioanna; Widenfalk, Anneli; Wolterink, Gerrit; Russo, Danilo; Streissl, Franz; Topping, Christopher",EFSA Panel Plant Protection Prod T,,,EFSA JOURNAL,JUL 2019,2019,17,7,,,,,,5758,10.2903/j.efsa.2019.5758,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Infection with Toxoplasma gondii (Eucoccidiorida: Sarcocystidae) in bats of Campeche and Yucatan, Mexico","Torres-Castro, Marco; Munoz-Duenas, Diana; Hernandez-Betancourt, Silvia; Bolio-Gonzalez, Manuel; Noh-Pech, Henry; Pelaez-Sanchez, Ronald; Sosa-Escalante, Javier",,,,REVISTA DE BIOLOGIA TROPICAL,JUN 2019,2019,67,3,,,,633,642,,,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Understanding Ebola virus and other zoonotic transmission risks through human-bat contacts: Exploratory study on knowledge, attitudes and practices in Southern Cameroon","Baudel, Helene; De Nys, Helene; Ngole, Eitel Mpoudi; Peeters, Martine; Desclaux, Alice",,,,ZOONOSES AND PUBLIC HEALTH,MAY 2019,2019,66,3,,,,288,295,,10.1111/zph.12563,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
STATE-WIDE SURVEY OF AMPHIBIAN PATHOGENS IN GREEN FROG (LITHOBATES CLAMITANS MELANOTA) REVEALS HIGH CHYTRID INFECTION INTENSITIES IN CONSTRUCTED WETLANDS,"Julian, James T.; Brooks, Robert P.; Glenney, Gavin W.; Coll, John A.",,,,HERPETOLOGICAL CONSERVATION AND BIOLOGY,APR 2019,2019,14,1,,,,199,211,,,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Absence of hantavirus in water voles and Eurasian beavers in Britain,"Girling, Simon Justin; McElhinney, Lorraine M.; Fraser, Mary A.; Gow, Derek; Pizzi, Romain; Naylor, Adam; Cole, Georgina; Brown, Donna; Rosell, Frank; Schwab, Gerhard; Campbell-Palmer, Roisin",,,,VETERINARY RECORD,FEB 2019,2019,184,8,,,,,,,10.1136/vr.105246,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rabies in East and Southeast Asia: A Mirror of the Global Situation,"Lechenne, Monique; Tenzin, Tenzin; Elizabeth Miranda, Mary; Zinsstag, Jakob",,,"Utzinger, J; Yap, P; Bratschi, M; Steinmann, P",NEGLECTED TROPICAL DISEASES - EAST ASIA,2019,2019,,,,,,105,127,,10.1007/978-3-030-12008-5_6,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Habitat associations of bats in a working rangeland landscape,"Trubitt, Rebecca T.; Hovick, Torre J.; Gillam, Erin H.; McGranahan, Devan A.",,,,ECOLOGY AND EVOLUTION,JAN 2019,2019,9,1,,,,598,608,,10.1002/ece3.4782,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Union's inspiration: Universal health care and the essential partiality of solidarity,"Derpmann, Simon",,,,BIOETHICS,NOV 2018,2018,32,9,,,SI,569,576,,10.1111/bioe.12444,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bats Are an Untapped System for Understanding Microbiome Evolution in Mammals,"Ingala, Melissa R.; Simmons, Nancy B.; Perkins, Susan L.",,,,MSPHERE,SEP-OCT 2018,2018,3,5,,,,,,e00397-18,10.1128/mSphere.00397-18,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Global rabies management: perspectives on regional strategies for prevention and control,"Rupprecht, C. E.; Baghi, H. Bannazadeh; Vilas, V. Del Rio; Gibson, A.; Lohr, F.; Meslin, F. -X.; Seetahal, J. F. R.; Shervell, K.; Gamble, L.",,,,REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES,AUG 2018,2018,37,2,,,,711,727,,10.20506/rst.37.2.2835,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mamastrovirus 5 detected in a crab-eating fox (Cerdocyon thous): Expanding wildlife host range of astroviruses,"Beduschi Travassos Alves, Christian Diniz; Budaszewski, Renata da Fontoura; Cibulski, Samuel Paulo; Weber, Matheus Nunes; Mayer, Fabiana Quoos; Bianchi, Matheus Viezzer; Zafalon-Silva, Bruna; Konradt, Guilherme; Slaviero, Monica; Sonne, Luciana; Driemeier, David; Alievi, Marcelo Meller; Canal, Claudio Wageck",,,,COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,JUN 2018,2018,58,,,,,36,43,,10.1016/j.cimid.2018.08.002,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Impacts of climate-driven habitat change on the peak calving date of the Bathurst caribou in Arctic Canada,"Chen, Wenjun; Adamczewski, Jan Z.; White, Lori; Croft, Bruno; Gunn, Anne; Football, Adeline; Leblanc, Sylvain G.; Russell, Donald E.; Tracz, Boyan",,,,POLAR BIOLOGY,MAY 2018,2018,41,5,,,,953,967,,10.1007/s00300-018-2259-8,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tree roosts of northern long-eared bats following white-nose syndrome,"Thalken, Marissa M.; Lacki, Michael J.",,,,JOURNAL OF WILDLIFE MANAGEMENT,APR 2018,2018,82,3,,,,629,638,,10.1002/jwmg.21411,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Enzymatic Synthesis of S-Adenosylmethionine Using Immobilized Methionine Adenosyltransferase Variants on the 50-mM Scale,"Niu, Weining; Cao, Shanshan; Yang, Menglin; Xu, Le",,,,CATALYSTS,AUG 2017,2017,7,8,,,,,,238,10.3390/catal7080238,,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Factors Limiting Early Life Stage Survival and Growth During Endangered Wyoming Toad Reintroductions,"Polasik, Julia S.; Murphy, Melanie A.; Abbott, Tyler; Vincent, Kim",,,,JOURNAL OF WILDLIFE MANAGEMENT,APR 2016,2016,80,3,,,,540,552,,10.1002/jwmg.1031,,,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Acquisition Varies by Bat Phonic Group for 2 Types of Bat Detectors When Weatherproofed and Paired in Field Settings,"Kaiser, Zachary D. E.; O'Keefe, Joy M.",,,,WILDLIFE SOCIETY BULLETIN,SEP 2015,2015,39,3,,,,635,644,,10.1002/wsb.572,,,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
INFLUENCE OF EXTRACTION METHODS ON CARAWAY (Carum carvi L.) ESSENTIAL OIL YIELD AND CARVONE/LIMONENE RATIO,"Andras, Csaba Dezso; Salamon, Rozalia Veronika; Barabas, Imola; Volf, Irina; Szep, Alexandru",,,,ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,FEB 2015,2015,14,2,,,,341,347,,10.30638/eemj.2015.034,2nd International Conference on Chemical Engineering (ICCE),"NOV 05-08, 2014",1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Landscape modeling for human - Sulawesi Crested Black Macaques conflict in North Sulawesi,"Nailufar, Balqis; Syartinilia; Perwitasari, Dyah",,,"Setiawan, Y; Lubis, MI; Prasetyo, LB; Siregar, IZ; Effendi, H",1ST INTERNATIONAL SYMPOSIUM ON LAPAN-IPB SATELLITE (LISAT) FOR FOOD SECURITY AND ENVIRONMENTAL MONITORING,2015,2015,24,,,,,104,110,,10.1016/j.proenv.2015.03.014,The 1st International Symposium on LAPAN-IPB Satellite for Food Security and Environmental Monitoring,"NOV 25-26, 2014",1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Clashing Greeks and Victorian Culture Wars: Euripides vs. Aristophanes in Late-Victorian Discourse,"Prasch, Thomas",,,,VICTORIAN STUDIES,SPR 2012,2012,54,3,,,,464,473,,10.2979/victorianstudies.54.3.464,,,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Predicting Preferences for Sex Acts: Which Traits Matter Most, and Why?","Peterson, Ashley; Geher, Glenn; Kaufman, Scott Barry",,,,EVOLUTIONARY PSYCHOLOGY,2011,2011,9,3,,,,371,389,,,,,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
