"","X.1","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","family"
"1270",1353,1353,1621,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,107,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde, Ruyuan, Shenzhen, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","HIPPOSIDERIDAE"
"1271",1354,1354,1622,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,28,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde, Ruyuan, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","HIPPOSIDERIDAE"
"1272",1355,1355,1623,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,18,0,0,"Hipposideros pomona","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Shenzhen",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros pomona","HIPPOSIDERIDAE"
"1273",1356,1356,1624,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,55,0,0,"Hipposideros pratti","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros pratti","HIPPOSIDERIDAE"
"1274",1357,1357,1625,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,3,0,0,"Rhinolophus luctus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus luctus","RHINOLOPHIDAE"
"1275",1358,1358,1626,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,3,0,0,"Rhinolophus macrotis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus macrotis","RHINOLOPHIDAE"
"1276",1359,1359,1627,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,25,0,0,"Rhinolophus pearsonii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Lechang, Ruyuan, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus pearsonii","RHINOLOPHIDAE"
"1277",1360,1360,1628,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,15,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"1278",1361,1361,1629,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,8,0,0,"Rhinolophus rex","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus rex","RHINOLOPHIDAE"
"1279",1362,1362,1630,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,73,0,0,"Rhinolophus sinicus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Lechang, Yingde, Ruyuan, Shenzhen, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"1280",1365,1365,1633,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,1,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"1281",1366,1366,1634,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,9,0,0,"Myotis adversus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Huadu, Shenzhen",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis adversus","VESPERTILIONIDAE"
"1282",1367,1367,1635,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,2,0,0,"Myotis altarium","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis altarium","VESPERTILIONIDAE"
"1283",1368,1368,1636,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,21,0,0,"Myotis chinensis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde, Ruyuan, Shenzhen",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis chinensis","VESPERTILIONIDAE"
"1284",1369,1369,1637,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,57,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Xuwen, Baiyun, Ruyuan, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis daubentonii","VESPERTILIONIDAE"
"1285",1370,1370,1638,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,17,0,0,"Myotis longipes","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan, Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis longipes","VESPERTILIONIDAE"
"1286",1371,1371,1639,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,47,0,0,"Myotis ricketti","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde, Ruyuan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis pilosus","VESPERTILIONIDAE"
"1287",1373,1373,1641,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,1,0,0,"Nyctalus plancyi","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Nyctalus plancyi","VESPERTILIONIDAE"
"1288",1378,1378,1646,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,3,0,0,"Scotomanes ornatus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Scotomanes ornatus","VESPERTILIONIDAE"
"1289",1379,1379,1647,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,3,0,0,"Scotophilus kuhlii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde, Shenzhen",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Scotophilus kuhlii","VESPERTILIONIDAE"
"1290",1382,1382,1650,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,3,0,0,"Vespertilio murinus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yangshan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Vespertilio murinus","VESPERTILIONIDAE"
"1291",1399,1399,1697,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,3,0,0,"Cynopterus brachyotis","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Trat","",NA,NA,"2011",NA,"",NA,"","","Winter",NA,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","pooled",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Cynopterus brachyotis","PTEROPODIDAE"
"1292",1401,1401,1700,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,7,0,0,"Cynopterus sphinx","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chataburi (2011), Chachonsao (2008), Trat (2011)","Ang Aed (2011), Rad (2008), Trat (2011)",NA,NA,"",2008,"",2011,"","","Spring,Summer,Winter",3,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","pooled",1,0,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Cynopterus sphinx","PTEROPODIDAE"
"1293",1402,1402,1701,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,11,0,0,"Eonycteris spelaea","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chataburi (2011), Trat (2011), Chonburi (2012)","Ang Aed (2011), Trat (2011), Chonburi (2012)",NA,NA,"",2011,"",2012,"","","Year",3,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eonycteris spelaea","PTEROPODIDAE"
"1294",1403,1403,1702,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,3,0,0,"Rousettus amplexicaudatus","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chantaburi","Sarika",NA,NA,"2011",NA,"",NA,"","","Winter,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","pooled",0,0,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rousettus amplexicaudatus","PTEROPODIDAE"
"1295",1404,1404,1703,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,12,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chachongsao","Rad",NA,NA,"",2008,"",2012,"","","Spring,Summer,Winter",2,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","pooled",1,0,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","EMBALLONURIDAE"
"1296",1407,1407,1706,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,4,0,0,"Taphozous melanopogon","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chachongsao (2013), Srakaew (2012), Chantaburi (2012)","Rad (2013), Chakan (2012), Sarika (2012)",NA,NA,"",NA,"",NA,"","","Spring,Summer,Winter",3,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","pooled",1,0,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous melanopogon","EMBALLONURIDAE"
"1297",1409,1409,1727,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,19,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chachongsao (2008, 2013), Srakaew (2012), Chantaburi (2012)","Rad (2008, 2013), Chakan (2012), Sarika (2012)",NA,NA,"",2008,"",2013,"","","Spring,Summer,Winter",4,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","pooled",1,0,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","HIPPOSIDERIDAE"
"1298",1410,1410,1709,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,3,0,0,"Hipposideros cineraceus","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew","Chakan",NA,NA,"2012",NA,"",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","pooled",1,0,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros cineraceus","HIPPOSIDERIDAE"
"1299",1412,1412,1711,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,9,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chachongsao (2008, 2012), Srakaew (2012)","Rad (2008, 2012), Chakan (2012)",NA,NA,"",2008,"",2012,"","","Spring,Summer,Winter",3,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","pooled",1,0,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","HIPPOSIDERIDAE"
"1300",1415,1415,1715,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,2,0,0,"Macroglossus sobrinus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chataburi, Trat","Ang Aed, Trat",NA,NA,"2011",NA,"",NA,"","","Winter",NA,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","pooled",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Macroglossus sobrinus","PTEROPODIDAE"
"1301",1421,1421,1723,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,4,0,0,"Myotis horsfieldii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew, Chonburi","Chakan, Chonburi",NA,NA,"2012",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis horsfieldii","VESPERTILIONIDAE"
"1302",1432,1432,1741,"evidence for an ancestral association of human coronavirus 229e with bats","Corman et al.","J Virol",2015,68,0,0,"Coleura afra","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Ghana","N","Ashanti","",NA,NA,"",2009,"",2011,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Coleura afra","EMBALLONURIDAE"
"1303",1434,1434,1743,"evidence for an ancestral association of human coronavirus 229e with bats","Corman et al.","J Virol",2015,12,0,0,"Hipposideros cf. gigas","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Ghana","N","Ashanti","",NA,NA,"",2009,"",2011,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros gigas","HIPPOSIDERIDAE"
"1304",1435,1435,1744,"evidence for an ancestral association of human coronavirus 229e with bats","Corman et al.","J Virol",2015,5,0,0,"Hipposideros jonesi","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Ghana","N","Ashanti","",NA,NA,"",2009,"",2011,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros jonesi","HIPPOSIDERIDAE"
"1305",1437,1437,1746,"evidence for an ancestral association of human coronavirus 229e with bats","Corman et al.","J Virol",2015,91,0,0,"Nycteris cf. gambiensis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Ghana","N","Ashanti","",NA,NA,"",2009,"",2011,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Nycteris gambiensis","NYCTERIDAE"
"1306",1438,1438,1747,"evidence for an ancestral association of human coronavirus 229e with bats","Corman et al.","J Virol",2015,4,0,0,"Rhinolophus alcyone","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Ghana","N","Ashanti","",NA,NA,"",2009,"",2011,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus alcyone","RHINOLOPHIDAE"
"1307",1439,1439,1748,"evidence for an ancestral association of human coronavirus 229e with bats","Corman et al.","J Virol",2015,9,0,0,"Rhinolophus landeri","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Ghana","N","Ashanti","",NA,NA,"",2009,"",2011,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus landeri","RHINOLOPHIDAE"
"1308",1440,1440,1749,"evidence for an ancestral association of human coronavirus 229e with bats","Corman et al.","J Virol",2015,21,0,0,"Taphozous perforates","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Ghana","N","Ashanti","",NA,NA,"",2009,"",2011,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous perforatus","EMBALLONURIDAE"
"1309",1441,1441,1750,"evidence for an ancestral association of human coronavirus 229e with bats","Corman et al.","J Virol",2015,20,0,0,"Lissonycteris angolensis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Ghana","N","Ashanti","",NA,NA,"",2009,"",2011,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myonycteris angolensis","PTEROPODIDAE"
"1310",1442,1442,1751,"evidence for an ancestral association of human coronavirus 229e with bats","Corman et al.","J Virol",2015,4,0,0,"Rousettus aegyptiacus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Ghana","N","Ashanti","",NA,NA,"",2009,"",2011,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rousettus aegyptiacus","PTEROPODIDAE"
"1311",1443,1443,1752,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,2,0,0,"Aselliscus stoliczkanus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Guizhou","Anlong",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Aselliscus stoliczkanus","HIPPOSIDERIDAE"
"1312",1453,1453,1762,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,1,0,0,"Rhinolophus monoceros","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Guizhou","Anlong",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"1313",1457,1457,1766,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,3,0,0,"Rhinolophus affinis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Neixiang",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus affinis","RHINOLOPHIDAE"
"1314",1458,1458,1767,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,8,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Neixiang",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
