"","X.1","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","family"
"1238",1587,1587,1908,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,198,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros armiger","HIPPOSIDERIDAE"
"1239",1588,1588,1910,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,198,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros armiger","HIPPOSIDERIDAE"
"1240",1589,1589,1912,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,642,0,0,"Hipposideros pomona","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros pomona","HIPPOSIDERIDAE"
"1241",1590,1590,1914,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,642,0,0,"Hipposideros pomona","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros pomona","HIPPOSIDERIDAE"
"1242",1591,1591,1917,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,359,0,0,"Rhinolophus affinus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus affinis","RHINOLOPHIDAE"
"1243",1592,1592,1919,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,359,0,0,"Rhinolophus affinus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus affinis","RHINOLOPHIDAE"
"1244",1593,1593,1920,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,89,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"1245",1594,1594,1922,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,89,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"1246",1595,1595,1924,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,2012,0,0,"Rhinolophus sinicus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"1247",1596,1596,1926,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,2012,0,0,"Rhinolophus sinicus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus sinicus","RHINOLOPHIDAE"
"1248",1597,1597,1928,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,1,0,0,"Hypsugo pulveratus","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Pipistrellus pulveratus","VESPERTILIONIDAE"
"1249",1598,1598,1930,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,1,0,0,"Hypsugo pulveratus","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Pipistrellus pulveratus","VESPERTILIONIDAE"
"1250",1599,1599,1932,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,15,0,0,"Miniopterus magnater","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Miniopterus magnater","MINIOPTERIDAE"
"1251",1600,1600,1934,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,15,0,0,"Miniopterus magnater","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Miniopterus magnater","MINIOPTERIDAE"
"1252",1601,1601,1936,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,450,0,0,"Miniopterus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Miniopterus pusillus","MINIOPTERIDAE"
"1253",1602,1602,1938,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,450,0,0,"Miniopterus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Miniopterus pusillus","MINIOPTERIDAE"
"1254",1603,1603,1940,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,758,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"1255",1604,1604,1942,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,758,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"1256",1605,1605,1944,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,122,0,0,"Myotis chinensis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis chinensis","VESPERTILIONIDAE"
"1257",1606,1606,1946,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,122,0,0,"Myotis chinensis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis chinensis","VESPERTILIONIDAE"
"1258",1607,1607,1948,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,7,0,0,"Myotis horsfieldii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis horsfieldii","VESPERTILIONIDAE"
"1259",1608,1608,1950,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,7,0,0,"Myotis horsfieldii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis horsfieldii","VESPERTILIONIDAE"
"1260",1609,1609,1952,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,4,0,0,"Myotis muricola","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis muricola","VESPERTILIONIDAE"
"1261",1610,1610,1954,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,4,0,0,"Myotis muricola","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis muricola","VESPERTILIONIDAE"
"1262",1611,1611,1956,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,307,0,0,"Myotis ricketti","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis pilosus","VESPERTILIONIDAE"
"1263",1612,1612,1958,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,307,0,0,"Myotis ricketti","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis pilosus","VESPERTILIONIDAE"
"1264",1613,1613,1960,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,54,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Nyctalus noctula","VESPERTILIONIDAE"
"1265",1614,1614,1962,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,54,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Nyctalus noctula","VESPERTILIONIDAE"
"1266",1615,1615,1964,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,219,0,0,"Pipistrellus abramus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Pipistrellus abramus","VESPERTILIONIDAE"
"1267",1617,1617,1968,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,11,0,0,"Pipistrellus tenuis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Pipistrellus tenuis","VESPERTILIONIDAE"
"1268",1618,1618,1970,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,11,0,0,"Pipistrellus tenuis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Pipistrellus tenuis","VESPERTILIONIDAE"
"1269",1619,1619,1972,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,18,0,0,"Scotophilus kuhlii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Scotophilus kuhlii","VESPERTILIONIDAE"
"1270",1620,1620,1974,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,18,0,0,"Scotophilus kuhlii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Scotophilus kuhlii","VESPERTILIONIDAE"
"1271",1621,1621,1976,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,115,0,0,"Tylonycteris pachypus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Tylonycteris pachypus","VESPERTILIONIDAE"
"1272",1623,1623,1980,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,1,0,0,"Tylonycteris robustula","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Tylonycteris robustula","VESPERTILIONIDAE"
"1273",1624,1624,1982,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,1,0,0,"Tylonycteris robustula","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","",NA,NA,"",2005,"April",2012,"August","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Tylonycteris robustula","VESPERTILIONIDAE"
"1274",1627,1627,1985,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,2,0,0,"Carollia perspicillata","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","N","","Arima",NA,NA,"",2006,"December",2007,"July","","Winter,Spring,Summer",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","swab",1,0,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Carollia perspicillata","PHYLLOSTOMIDAE"
"1275",1629,1629,1988,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,1,0,0,"Carollia perspicillata","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","N","","Tabaquite",NA,NA,"",2006,"December",2007,"July","","Winter,Spring,Summer",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","swab",1,0,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Carollia perspicillata","PHYLLOSTOMIDAE"
