UniqueID,Field 25,author (from Imported table 2),journal (from Imported table 2),year (from Imported table 2),sample,positives,prevalence,bat_species,virus_genus,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single/multiple PCR method,Primers,gene_targets,Terminal sampling?,tissue,country,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,# Sampling Trips,Sex Info?,Habitat Disturbance Info?,Coinfection Info?,Flag,Entered by,Last modified
2616,detection of new genetic variants of betacoronaviruses in endemic frugivorous bats of madagascar,Razanajatovo et al.,Virol J,2015,9,0,0,Pteropus rufus,alphacoronavirus or betacoronavirus,,,,pooled,longitudinal,RNA,nested RT-PCR,multiple,,RdRp,,throat swab,Madagascar,Menabe,Mahabo,,,,2010,June,2011,July,,,N,,,,VERENA Admin,11/9/2021 4:10am
2617,detection of new genetic variants of betacoronaviruses in endemic frugivorous bats of madagascar,Razanajatovo et al.,Virol J,2015,9,2,0.222222,Pteropus rufus,betacoronavirus ,,,,pooled,longitudinal,RNA,nested RT-PCR,multiple,,RdRp,,fecal swab,Madagascar,Menabe,Mahabo,,,,2010,June,2011,July,,,N,,,,VERENA Admin,11/9/2021 4:10am
2618,detection of new genetic variants of betacoronaviruses in endemic frugivorous bats of madagascar,Razanajatovo et al.,Virol J,2015,8,0,0,Eidolon dupreanum,alphacoronavirus or betacoronavirus,,,,pooled,longitudinal,RNA,nested RT-PCR,multiple,,RdRp,,throat swab,Madagascar,Menabe,Mahabo,,,,2010,June,2011,July,,,N,,,,VERENA Admin,11/9/2021 4:10am
2619,detection of new genetic variants of betacoronaviruses in endemic frugivorous bats of madagascar,Razanajatovo et al.,Virol J,2015,8,1,0.125,Eidolon dupreanum,betacoronavirus ,,,,pooled,longitudinal,RNA,nested RT-PCR,multiple,,RdRp,,fecal swab,Madagascar,Menabe,Mahabo,,,,2010,June,2011,July,,,N,,,,VERENA Admin,11/9/2021 4:10am
2620,detection of new genetic variants of betacoronaviruses in endemic frugivorous bats of madagascar,Razanajatovo et al.,Virol J,2015,13,0,0,Pteropus rufus,alphacoronavirus or betacoronavirus,,,,pooled,longitudinal,RNA,nested RT-PCR,multiple,,RdRp,,throat swab,Madagascar,Menabe,Bemanonga,,,,2010,June,2011,July,,,N,,,,VERENA Admin,11/9/2021 4:10am
2621,detection of new genetic variants of betacoronaviruses in endemic frugivorous bats of madagascar,Razanajatovo et al.,Virol J,2015,13,6,0.461538,Pteropus rufus,betacoronavirus ,,,,pooled,longitudinal,RNA,nested RT-PCR,multiple,,RdRp,,fecal swab,Madagascar,Menabe,Bemanonga,,,,2010,June,2011,July,,,N,,,,VERENA Admin,11/9/2021 4:10am
2622,detection of new genetic variants of betacoronaviruses in endemic frugivorous bats of madagascar,Razanajatovo et al.,Virol J,2015,2,0,0,Eidolon dupreanum,alphacoronavirus or betacoronavirus,,,,pooled,longitudinal,RNA,nested RT-PCR,multiple,,RdRp,,throat swab,Madagascar,Menabe,Bemanonga,,,,2010,June,2011,July,,,N,,,,VERENA Admin,11/9/2021 4:13am
2942,detection of new genetic variants of betacoronaviruses in endemic frugivorous bats of madagascar,Razanajatovo et al.,Virol J,2015,2,0,0,Eidolon dupreanum,alphacoronavirus or betacoronavirus,,,,pooled,longitudinal,RNA,nested RT-PCR,multiple,,RdRp,,fecal swab,Madagascar,Menabe,Bemanonga,,,,2010,June,2011,July,,,N,,,,VERENA Admin,11/9/2021 4:13am
2623,detection of new genetic variants of betacoronaviruses in endemic frugivorous bats of madagascar,Razanajatovo et al.,Virol J,2015,123,0,0,Rousettus madagascariensis,alphacoronavirus or betacoronavirus,,,,pooled,longitudinal,RNA,nested RT-PCR,multiple,,RdRp,,throat swab,Madagascar,Anjohibe,,,,,2010,November,2011,November,,,N,,,,VERENA Admin,11/9/2021 4:10am
2625,detection of new genetic variants of betacoronaviruses in endemic frugivorous bats of madagascar,Razanajatovo et al.,Virol J,2015,122,0,0,Rousettus madagascariensis,alphacoronavirus or betacoronavirus,,,,pooled,longitudinal,RNA,nested RT-PCR,multiple,,RdRp,,fecal swab,Madagascar,Anjohibe,,,,,2010,November,2011,November,,,N,,,,VERENA Admin,11/9/2021 4:10am
2624,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,12,3,0.25,Scotophilus heathii,alphacoronavirus,,,PREDICT_CoV-35 (alpha) w/ PREDICT_CoV-90 (alpha) co-infection,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,rectal swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,Unclear,,VERENA Admin,1/4/2022 8:39pm
2626,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,12,0,0,Scotophilus heathii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,oral swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2627,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,1,0,0,Scotophilus kuhlii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,"oral swab,rectal swab",Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2628,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,3,1,0.333333,Taphozous,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,rectal swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2629,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,3,0,0,Taphozous,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,oral swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2630,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,65,0,0,Chaerephon plicatus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,rectal swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2631,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,219,0,0,Chaerephon plicatus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,oral swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2632,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,105,4,0.038095,Chaerephon plicatus,alphacoronavirus,,,"PREDICT_CoV-47 (alpha), 82 (alpha) - pooled, not co-infection",pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,guano,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,VERENA Admin,11/9/2021 4:30am
2633,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,17,0,0,Hipposideros armiger,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,oral swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2634,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,16,3,0.1875,Hipposideros larvatus,betacoronavirus ,,,"PREDICT_CoV-92 (beta), 93 (beta), 96 (beta) (93 as co-infection w/ 96 and 96 as co-infection w/ 92)",pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,rectal swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,Unclear,,VERENA Admin,1/4/2022 8:39pm
2635,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,18,1,0.055556,Hipposideros larvatus,betacoronavirus ,,,"PREDICT_CoV-92 (beta), 93 (beta), 96 (beta) (93 as co-infection w/ 96 and 96 as co-infection w/ 92)",pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,oral swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,Unclear,,VERENA Admin,1/4/2022 8:39pm
2636,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,50,36,0.72,Hipposideros larvatus,betacoronavirus ,,,"PREDICT_CoV-92 (beta), 93 (beta), 96 (beta) (93 as co-infection w/ 96 and 96 as co-infection w/ 92)",pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,guano,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,Unclear,,VERENA Admin,1/4/2022 8:39pm
2637,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,9,0,0,Craseonycteris thonglongyai,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,rectal swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2638,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,31,0,0,Craseonycteris thonglongyai,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,oral swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2642,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,33,0,0,Eonycteris spelaea,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,oral swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2640,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,38,0,0,Cynopterus sphinx,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,oral swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2641,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,5,0,0,Cynopterus sphinx,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,rectal swab,Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2643,detection of novel coronaviruses in bats in myanmar,Valitutto et al.,Plos One,2020,29,0,0,Pteropus giganteus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,"rectal swab,oral swab",Myanmar,,,,,,2016,May,2018,August,,,N,Yes,,,Binqi Chen,3/13/2021 6:11pm
2645,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,10,0,0,Cardioderma cor,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,15,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2646,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,3,1,0.333333,Cardioderma cor,alphacoronavirus,,,BtCoVA970-like,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,12,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2647,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,14,1,0.071429,Chaerephon sp,alphacoronavirus,,,BtHKU7-like,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,6,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2648,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,19,6,0.315789,Chaerephon sp,alphacoronavirus and betacoronavirus,,,"BtHKU7-like, BtKY18-like, SARSCoV-like",pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,17,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2649,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,5,0,0,Chaerephon sp,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,3,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2650,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,3,2,0.666667,Chaerephon pumilus,alphacoronavirus,,,HCoV229E-like,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,3,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2651,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,4,0,0,Chaerephon pumilus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,11,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2670,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,1,0,0,Coleura afra,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,11,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2652,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,1,0,0,Coleura afra,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,14,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2653,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,10,6,0.6,Eidolon helvum,betacoronavirus ,,,BtKY18-like,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,4,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2654,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,3,0,0,Epomophorus wahlbergi,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,9,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2655,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,10,1,0.1,Hipposideros commersoni,betacoronavirus ,,,BtHKU9-like,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,14,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2656,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,4,0,0,Hipposideros ruber,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,2,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2657,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,2,0,0,Hipposideros ruber,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,5,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2658,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,10,0,0,Lissonycteris angolensis,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,5,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2659,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,8,1,0.125,Miniopterus africanus,alphacoronavirus,,,BtCoV1A-like,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,10,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2660,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,12,7,0.583333,Miniopterus inflatus,alphacoronavirus,,,"BtCoV1A-like, BtHKU8-like",pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,5,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2661,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,16,1,0.0625,Miniopterus minor,alphacoronavirus,,,BtCoV1A-like,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,13,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2662,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,7,1,0.142857,Miniopterus natalensis,alphacoronavirus,,,BtCoV1A-like,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,1,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2663,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,4,0,0,Neoromicia tenuipinnis,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,6,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2664,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,19,2,0.105263,Otomops martiensseni,alphacoronavirus,,,BtHKU7-like,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,7,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2665,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,1,0,0,Pipistrellus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,8,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2666,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,4,0,0,Rhinolophus hildebrandtii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,10,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2667,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,1,0,0,Rhinolophus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,14,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2668,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,1,0,0,Rhinolophus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,13,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2669,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,5,0,0,Rhinolophus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,8,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2671,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,10,2,0.2,Rousettus aegyptiacus,betacoronavirus ,,,BtKY18-like,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,1,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2672,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,9,2,0.222222,Rousettus aegyptiacus,alphacoronavirus,,,"BtCoVA970-like, BtHKU9-like",pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,2,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2673,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,9,6,0.666667,Rousettus aegyptiacus,alphacoronavirus,,,"BtCoVA970-like, BtHKU9-like",pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,16,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2674,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,11,2,0.181818,Rousettus aegyptiacus,alphacoronavirus,,,BtHKU9-like,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,13,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2675,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,3,0,0,Taphozous hildegardeae,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,14,,,2006,,July,,August,,,,,,,Binqi Chen,3/13/2021 6:11pm
2676,detection of novel sars-like and other coronaviruses in bats from kenya,Tong et al.,Emerg Infect Dis,2009,2,0,0,Taphozous,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,semi-nested RT-PCR,multiple,,RdRp,,fecal swab,Kenya,,11,,,2006,,July,,August,,,,,,,Binqi Chen,4/14/2021 3:57pm
2685,rapid detection of mers coronavirus-like viruses in bats: pote1ntial for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,16,0,0,Rhinolophus sinicus,betacoronavirus ,Merbecovirus,,Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5,pooled,cross-sectional,Protein Detection Assay,Lateral flow immunoassay,single,,,,alimentary specimen,China,"Hong Kong, Guizhou",,,,,2006,,2015,,,,N,N,N,,VERENA Admin,7/19/2021 11:31am
2686,rapid detection of mers coronavirus-like viruses in bats: pote1ntial for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,23,0,0,Rhinolophus sinicus,betacoronavirus ,Merbecovirus,,Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5,pooled,cross-sectional,Protein Detection Assay,Lateral flow immunoassay,single,,,,alimentary specimen,China,"Hong Kong, Guizhou",,,,,2006,,2015,,,,N,N,N,,VERENA Admin,7/19/2021 11:31am
2687,rapid detection of mers coronavirus-like viruses in bats: pote1ntial for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,27,24,0.888889,Tylonycteris pachypus,betacoronavirus ,Merbecovirus,,Ty-BatCoV-HKU4,pooled,cross-sectional,Protein Detection Assay,Lateral flow immunoassay,single,,,,alimentary specimen,China,"Hong Kong, Guizhou",,,,,2006,,2015,,,,N,N,N,,VERENA Admin,6/24/2021 3:09pm
2688,rapid detection of mers coronavirus-like viruses in bats: pote1ntial for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,21,4,0.190476,Pipistrellus abramus,betacoronavirus ,Merbecovirus,,Pi-BatCoV-HKU5,pooled,cross-sectional,Protein Detection Assay,Lateral flow immunoassay,single,,,,alimentary specimen,China,"Hong Kong, Guizhou",,,,,2006,,2015,,,,N,N,N,,VERENA Admin,6/24/2021 3:09pm
2689,rapid detection of mers coronavirus-like viruses in bats: pote1ntial for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,7,0,0,Myotis ricketti,betacoronavirus ,Merbecovirus,,Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5,pooled,cross-sectional,Protein Detection Assay,Lateral flow immunoassay,single,,,,alimentary specimen,China,"Hong Kong, Guizhou",,,,,2006,,2015,,,,N,N,N,,VERENA Admin,7/19/2021 11:31am
2690,rapid detection of mers coronavirus-like viruses in bats: pote1ntial for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,8,0,0,Miniopterus pusillus,betacoronavirus ,Merbecovirus,,Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5,pooled,cross-sectional,Protein Detection Assay,Lateral flow immunoassay,single,,,,alimentary specimen,China,"Hong Kong, Guizhou",,,,,2006,,2015,,,,N,N,N,,VERENA Admin,7/19/2021 11:31am
2691,rapid detection of mers coronavirus-like viruses in bats: pote1ntial for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,9,0,0,Rousettus leschenaulti,betacoronavirus ,Merbecovirus,,Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5,pooled,cross-sectional,Protein Detection Assay,Lateral flow immunoassay,single,,,,alimentary specimen,China,"Hong Kong, Guizhou",,,,,2006,,2015,,,,N,N,N,,VERENA Admin,7/19/2021 11:31am
2692,rapid detection of mers coronavirus-like viruses in bats: pote1ntial for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,20,0,0,Hipposideros pomona,betacoronavirus ,Merbecovirus,,Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5,pooled,cross-sectional,Protein Detection Assay,Lateral flow immunoassay,single,,,,alimentary specimen,China,"Hong Kong, Guizhou",,,,,2006,,2015,,,,N,N,N,,VERENA Admin,7/19/2021 11:31am
2750,neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,14,0,0,Pteronotus parnellii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,pancoronavirus RT-PCR,single,,RdRp,,anal swabs/faecal samples,Costa Rica,,"Palo Verde, Santa Rosa","85º19'45.7""W, 85º37'27.2"" W","10º21'14.2""N, 10º50'08.5""N",,2012,,2014,,,,N,Y,,,VERENA Admin,7/19/2021 11:31am
2751,neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,2,0,0,Pteronotus gymnonotus,alphacoronavirus or betacoronavirus,,,,pooled,longitudinal,RNA,pancoronavirus RT-PCR,single,,RdRp,,anal swabs/faecal samples,Costa Rica,,Palo Verde,"85º19'45.7""W","10º21'14.2""N",,2012,,2014,,,,N,Y,,,VERENA Admin,7/19/2021 11:31am
2752,neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,6,0,0,Carollia subrufa,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,pancoronavirus RT-PCR,single,,RdRp,,anal swabs/faecal samples,Costa Rica,,"Palo Verde, Nandayure","85º19'45.7""W, 85º15'55.2""W","10º21'14.2""N, 10º03'35.6""W",,2012,,2014,,,,N,Y,,,VERENA Admin,7/19/2021 11:31am
2753,neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,49,1,0.020408,Carollia perspicillata,alphacoronavirus,,,,pooled,cross-sectional,RNA,pancoronavirus RT-PCR,single,,RdRp,,anal swabs/faecal samples,Costa Rica,,,,,,2012,,2014,,,,N,Y,,,VERENA Admin,6/24/2021 3:13pm
