UniqueID,title,author (from Imported table 2),journal (from Imported table 2),year (from Imported table 2),sample,positives,prevalence,bat_species,virus_genus,virus_genus_notes,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single/multiple PCR method,gene_targets,Terminal sampling?,tissue,country,country_hemisphere,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,sample_season_simplified,# Sampling Trips,Sex Info?,Habitat Disturbance Info?,Coinfection Info?,Flag,Entered by,Last modified
2219,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,6,1,0.166667,Cynopterus brachyotis,betacoronavirus ,,,bat,bat-CoV/Philippines/Diliman1525G2/2008,single,cross-sectional,RNA,RT-PCR,single,RdRp,,intestines,Philippines,N,,B,,,2009,,,,,March,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2220,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,8,1,0.125000,Ptenochirus jagori,betacoronavirus ,,,bat,BtCoV/Philippines/Diliman1525G2/2008 and/or BtCoV2265/Philippines/2010,single,cross-sectional,RNA,RT-PCR,single,RdRp,,intestines,Philippines,N,,B,,,2009,,,,,March,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2221,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,5,1,0.200000,Rousettus amplexicaudatus,betacoronavirus ,,,bat,BtCoV2265/Philippines/2010,single,cross-sectional,RNA,RT-PCR,single,RdRp,,intestines,Philippines,N,,B,,,2009,,,,,March,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2222,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,43,16,0.372093,Cynopterus brachyotis,betacoronavirus ,,,bat,bat-CoV/Philippines/Diliman1525G2/2008,single,cross-sectional,RNA,RT-PCR,single,RdRp,,faeces,Philippines,N,,C,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2223,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,11,1,0.090909,Ptenochirus jagori,betacoronavirus ,,,bat,BtCoV/Philippines/Diliman1525G2/2008 and/or BtCoV2265/Philippines/2010,single,cross-sectional,RNA,RT-PCR,single,RdRp,,faeces,Philippines,N,,C,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2224,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,1,0,0.000000,Rousettus amplexicaudatus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,,faeces,Philippines,N,,C,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2225,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,3,0,0.000000,Hipposideros diadema,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,,faeces,Philippines,N,,C,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2226,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,28,11,0.392857,Cynopterus brachyotis,betacoronavirus ,,,bat,bat-CoV/Philippines/Diliman1525G2/2008,single,cross-sectional,RNA,RT-PCR,single,RdRp,,faeces,Philippines,N,,D,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2227,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,21,4,0.190476,Ptenochirus jagori,betacoronavirus ,,,bat,BtCoV/Philippines/Diliman1525G2/2008 and/or BtCoV2265/Philippines/2010,single,cross-sectional,RNA,RT-PCR,single,RdRp,,faeces,Philippines,N,,D,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2228,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,1,1,1.000000,Hipposideros diadema,alphacoronavirus,,,bat,BtCoV2231/Philippines/2010,single,cross-sectional,RNA,RT-PCR,single,RdRp,,faeces,Philippines,N,,D,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2229,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,4,2,0.500000,Cynopterus brachyotis,betacoronavirus ,,,bat,bat-CoV/Philippines/Diliman1525G2/2008,single,cross-sectional,RNA,RT-PCR,single,RdRp,,faeces,Philippines,N,,E,,,2011,,,,,May,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2230,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,17,5,0.294118,Ptenochirus jagori,betacoronavirus ,,,bat,BtCoV/Philippines/Diliman1525G2/2008 and/or BtCoV2265/Philippines/2010,single,cross-sectional,RNA,RT-PCR,single,RdRp,,faeces,Philippines,N,,E,,,2011,,,,,May,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2231,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,1,1,1.000000,Macroglossus minimus,betacoronavirus ,,,bat,BtCoV2265/Philippines/2010,single,cross-sectional,RNA,RT-PCR,single,RdRp,,faeces,Philippines,N,,E,,,2011,,,,,May,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2232,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,2,1,0.500000,Cynopterus brachyotis,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,intestines,Philippines,N,,A,,,2009,,,,,March,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2233,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,10,10,1.000000,Ptenochirus jagori,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,intestines,Philippines,N,,A,,,2009,,,,,March,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2234,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,8,5,0.625000,Emballonura alecto,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,intestines,Philippines,N,,A,,,2009,,,,,March,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2235,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,2,2,1.000000,Rhinolophus rufus,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,intestines,Philippines,N,,A,,,2009,,,,,March,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2236,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,6,1,0.166667,Haplonicteris fischeri,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,intestines,Philippines,N,,A,,,2009,,,,,March,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2237,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,2,1,0.500000,Macroglossus minimus,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,intestines,Philippines,N,,A,,,2009,,,,,March,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2238,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,6,4,0.666667,Cynopterus brachyotis,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,intestines,Philippines,N,,B,,,2009,,,,,March,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2239,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,8,6,0.750000,Ptenochirus jagori,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,intestines,Philippines,N,,B,,,2009,,,,,March,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2240,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,5,4,0.800000,Rousettus amplexicaudatus,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,intestines,Philippines,N,,B,,,2009,,,,,March,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2241,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,43,32,0.744186,Cynopterus brachyotis,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,faeces,Philippines,N,,C,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2242,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,11,6,0.545455,Ptenochirus jagori,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,faeces,Philippines,N,,C,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2243,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,1,0,0.000000,Rousettus amplexicaudatus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,faeces,Philippines,N,,C,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2244,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,3,0,0.000000,Hipposideros diadema,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,faeces,Philippines,N,,C,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2245,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,28,17,0.607143,Cynopterus brachyotis,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,faeces,Philippines,N,,D,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2246,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,21,14,0.666667,Ptenochirus jagori,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,faeces,Philippines,N,,D,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2247,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,1,0,0.000000,Hipposideros diadema,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,faeces,Philippines,N,,D,,,2010,,,,,August,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:31pm
2248,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,4,4,1.000000,Cynopterus brachyotis,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,faeces,Philippines,N,,E,,,2011,,,,,May,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:32pm
2249,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,17,12,0.705882,Ptenochirus jagori,betacoronavirus ,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,faeces,Philippines,N,,E,,,2011,,,,,May,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:32pm
2250,genomic and serological detection of bat coronavirus from bats in the philippines,Tsuda et al.,Arch Virol,2012,1,0,0.000000,Macroglossus minimus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,antibody,Western Blot,,Recombinant BtCoV nucleocapsid (N) protein used as antigen,,faeces,Philippines,N,,E,,,2011,,,,,May,Spring,,N,N,N,,VERENA Admin,4/12/2022 2:32pm
2251,genomic characterization and infectivity of a novel sars-like coronavirus in chinese bats,Hu et al.,Emerg Microbes Infect,2018,45,30,0.666667,Rhinolophus pusillus,betacoronavirus ,,Sarbecovirus,,,single,cross-sectional,RNA,pancoronavirus nested RT-PCR,multiple,RdRp,,intestines,China,N,Zhejiang Province,"Dinghai, Zhoushan city ",,,2015,,,,,July,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:32pm
2252,genomic characterization and infectivity of a novel sars-like coronavirus in chinese bats,Hu et al.,Emerg Microbes Infect,2018,120,30,0.250000,Rhinolophus pusillus,betacoronavirus ,,Sarbecovirus,,,single,cross-sectional,RNA,pancoronavirus nested RT-PCR,multiple,RdRp,,intestines,China,N,Zhejiang Province,"Dinghai, Zhoushan city ",,,2016,,,,,January,Winter,,N,N,N,,VERENA Admin,4/12/2022 2:32pm
2253,genomic characterization and infectivity of a novel sars-like coronavirus in chinese bats,Hu et al.,Emerg Microbes Infect,2018,84,18,0.214286,Rhinolophus pusillus,betacoronavirus ,,Sarbecovirus,,,single,cross-sectional,RNA,pancoronavirus nested RT-PCR,multiple,RdRp,,intestines,China,N,Zhejiang Province,"Daishan, Zhoushan city ",,,2016,,,,,October,Fall,,N,N,N,,VERENA Admin,4/12/2022 2:32pm
2254,genomic characterization and infectivity of a novel sars-like coronavirus in chinese bats,Hu et al.,Emerg Microbes Infect,2018,85,11,0.129412,Rhinolophus pusillus,betacoronavirus ,,Sarbecovirus,,,single,cross-sectional,RNA,pancoronavirus nested RT-PCR,multiple,RdRp,,intestines,China,N,Zhejiang Province,"Dinghai, Zhoushan city ",,,2017,,,,,February ,Winter,,N,N,N,,VERENA Admin,4/12/2022 2:32pm
2255,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,45,5,0.111111,Rhinolophus pusillus,betacoronavirus ,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,"intestines,lung",China,N,Zhejiang,Zhoushan,,,2015,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2935,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,45,2,0.044444,Rhinolophus pusillus,alphacoronavirus,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,"intestines,lung",China,N,Zhejiang,Zhoushan,,,2015,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2256,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,25,0,0.000000,Myotis formosus flavus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,"intestines,lung",China,N,Zhejiang,Daishan,,,,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2257,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,14,0,0.000000,Rhinolophus pusillus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,"intestines,lung",China,N,Zhejiang,Daishan,,,,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2258,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,10,0,0.000000,Myotis davidii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,"intestines,lung",China,N,Zhejiang,Daishan,,,,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2259,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,19,0,0.000000,Rhinolophus pusillus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,"intestines,lung",China,N,Fujian,Xiamen,,,,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2260,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,8,0,0.000000,Scotophilus kuhlii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,"intestines,lung",China,N,Fujian,Xiamen,,,,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2261,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,44,2,0.045455,Rhinolophus pusillus,alphacoronavirus,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,intestines,China,N,Fujian,Changle,,,,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2936,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,44,1,0.022727,Rhinolophus pusillus,betacoronavirus ,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,intestines,China,N,Fujian,Changle,,,,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2262,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,11,2,0.181818,Rhinolophus ferrumequinum,alphacoronavirus,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,intestines,China,N,Fujian,Changle,,,,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2263,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,35,1,0.028571,Rhinolophus pusillus,alphacoronavirus,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,intestines,China,N,Fujian,Shishi,,,,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2937,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,35,3,0.085714,Rhinolophus pusillus,betacoronavirus ,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,intestines,China,N,Fujian,Shishi,,,,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2264,virome analysis for identification of novel mammalian viruses in bats from southeast china,Hu et al.,Sci Rep,2017,24,0,0.000000,Rhinolophus pusillus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested PCR,multiple,RdRp,,"intestines,lung",China,N,Fujian,Lianjiang,,,,,July,,August,Summer,Summer,,N,N,"Y, unclear",,VERENA Admin,4/12/2022 2:32pm
2265,virus survey in populations of two subspecies of bent-winged bats (miniopterus orianae bassanii and oceanensis) in south-eastern australia reveals a high prevalence of diverse herpesviruses,Holz et al.,Plos One,2018,32,0,0.000000,Miniopterus orianae bassanii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,degenerate concensus PCR,multiple,RdRp,,"oral swab,""tissue (lung,liver,spleen)""",Australia,S,Victoria,Allansford,142.5931ºE,38.3861ºS,2015,,,,,September,Fall,,,,,,VERENA Admin,4/12/2022 2:32pm
2266,virus survey in populations of two subspecies of bent-winged bats (miniopterus orianae bassanii and oceanensis) in south-eastern australia reveals a high prevalence of diverse herpesviruses,Holz et al.,Plos One,2018,155,0,0.000000,Miniopterus orianae bassanii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,degenerate concensus PCR,multiple,RdRp,,"oral swab,""tissue (lung,liver,spleen)""",Australia,S,South Australia,Naracoorte,,,2016,,,,,January ,Winter,,,,,,VERENA Admin,4/12/2022 2:32pm
2267,virus survey in populations of two subspecies of bent-winged bats (miniopterus orianae bassanii and oceanensis) in south-eastern australia reveals a high prevalence of diverse herpesviruses,Holz et al.,Plos One,2018,26,0,0.000000,Miniopterus orianae oceanensis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,degenerate concensus PCR,multiple,RdRp,,"oral swab,""tissue (lung,liver,spleen)""",Australia,S,Victoria,Christmas Hill,145.3173ºE,37.6515 ºS,2015,,,,,September,Fall,,,,,,VERENA Admin,4/12/2022 2:32pm
2268,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,66,2,0.030303,Chalinolobus gouldii,betacoronavirus ,,Sarbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"MtG, CDR, CoC, Dry, Dwe, Koj, Per",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:32pm
2269,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,59,4,0.067797,Chalinolobus morio,betacoronavirus ,,Sarbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"MtG, Bla, CDR, Coc, Don, Dry, Dwe, Frk, Met, Twi, Two",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:32pm
2270,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,7,0,0.000000,Falsistrellus mackenziei,betacoronavirus ,,Sarbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"Bla, Dwe",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:32pm
2271,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,26,0,0.000000,Nyctiphilus geoffroyi,betacoronavirus ,,Sarbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"Mtg, Bla, CDR, Coc, Don, Dry, Dwe, Ger, Per, Two",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:32pm
2272,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,67,7,0.104478,Nyctophilus gouldi,betacoronavirus ,,Sarbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"Bla, Don, Dry, we, Per, Two",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:32pm
2273,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,5,2,0.400000,Nyctophilus major,betacoronavirus ,,Sarbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"Bla, CDR, Dry, Dwe, Frk",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:32pm
2274,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,2,0,0.000000,Scotorepens balstoni,betacoronavirus ,,Sarbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"MtG, CDR",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:32pm
2275,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,1,0,0.000000,Vespadelus baverstocki,betacoronavirus ,,Sarbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"MtG, CDR",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:32pm
2276,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,150,9,0.060000,Vespadelus regulus,betacoronavirus ,,Sarbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"Bla, Coc, Don, Dry, Dwe, Frk, met, Per, Twi, Two",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:33pm
2277,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,11,1,0.090909,Austronomus australis,betacoronavirus ,,Sarbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,CDR,,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:33pm
2278,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,1,0,0.000000,Ozimops sp,betacoronavirus ,,Sarbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,CDR,,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:33pm
2279,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,68,2,0.029412,Chalinolobus gouldii,betacoronavirus ,,Merbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"MtG, CDR, CoC, Dry, Dwe, Koj, Per",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:33pm
2280,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,60,1,0.016667,Chalinolobus morio,betacoronavirus ,,Merbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"MtG, Bla, CDR, Coc, Don, Dry, Dwe, Frk, Met, Twi, Two",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:33pm
2281,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,7,0,0.000000,Falsistrellus mackenziei,betacoronavirus ,,Merbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"Bla, Dwe",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:33pm
2282,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,27,0,0.000000,Nyctiphilus geoffroyi,betacoronavirus ,,Merbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"Mtg, Bla, CDR, Coc, Don, Dry, Dwe, Ger, Per, Two",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:33pm
2283,viral diversity of microbats within the south west botanical province of western australia,Prada et al.,Viruses,2019,70,0,0.000000,Nyctophilus gouldi,betacoronavirus ,,Merbecovirus,,,pooled,cross-sectional,antibody,Indirect-Binding Luminex Assay,,,,blood,Australia,S,,"Bla, Don, Dry, we, Per, Two",,,,2016,November,2018,April,,Summer,,N,N,"Y, low and limited to Chalinolobus spp",,VERENA Admin,4/12/2022 2:33pm
