"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","euthanasia","method_specific_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"1829",2061,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,4,1,0.25,"Pipistrellus kuhlii","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","","","NA","NA","","2004","",2007,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Pipistrellus kuhlii","Pipistrellus kuhlii","detection of alpha and betacoronaviruses in multiple iberian bat species","343","detection of alpha and betacoronaviruses in multiple iberian bat species",0.574183406001544,0.0555555555555556,0.25,"Pipistrellus kuhlii","Pipistrellus kuhlii","VESPERTILIONIDAE"
"1844",2081,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,57,7,0.122807,"Hipposideros cf. ruber","alphacoronavirus","","","similar to HCoV-229E","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"intestines","Gabon","N","Ogooue-Ivindo","Faucon Cave","13°20 E","1°07N","2009","","",NA,"","November","Fall",NA,"Y","","","","VERENA Admin","4/12/2022 2:30pm","intestine","0","1","0","0",1.11666666666667,13.3333333333333,"Yes, for this study","PCR",1,"Hipposideros ruber","Hipposideros ruber","genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","344","genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon",0.367653901939943,0.00434782608695652,0.12280701754386,"Hipposideros ruber","Hipposideros ruber","HIPPOSIDERIDAE"
"1846",2083,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,58,2,0.034483,"Hipposideros cf. ruber","alphacoronavirus","","","similar to HCoV-229E","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"intestines","Gabon","N","Ogooue-Ivindo","Batouala Cave","13°45 E","0°82N","2009","","",NA,"","December","Winter",NA,"Y","","","","VERENA Admin","4/12/2022 2:30pm","intestine","0","0","1","0",0,13.75,"Yes, for this study","PCR",1,"Hipposideros ruber","Hipposideros ruber","genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","345","genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon",0.206310592687004,0.00427350427350427,0.0344827586206897,"Hipposideros ruber","Hipposideros ruber","HIPPOSIDERIDAE"
"1848",2085,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,13,2,0.153846,"Hipposideros cf. ruber","alphacoronavirus","","","similar to HCoV-229E","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"intestines","Gabon","N","Ogooue-Ivindo","Faucon Cave","13°20 E","1°07N","2010","","",NA,"","October","Fall",NA,"Y","","","","VERENA Admin","4/12/2022 2:30pm","intestine","0","1","0","0",1.11666666666667,13.3333333333333,"Yes, for this study","PCR",1,"Hipposideros ruber","Hipposideros ruber","genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","346","genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon",0.434436030298762,0.0185185185185185,0.153846153846154,"Hipposideros ruber","Hipposideros ruber","HIPPOSIDERIDAE"
"1849",2086,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,30,1,0.033333,"Hipposideros gigas","alphacoronavirus","","","similar to HCoV-229E","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"intestines","Gabon","N","Ogooue-Ivindo","Faucon Cave","13°20 E","1°07N","2010","","",NA,"","October","Fall",NA,"Y","","","","VERENA Admin","4/12/2022 2:30pm","intestine","0","1","0","0",1.11666666666667,13.3333333333333,"Yes, for this study","PCR",1,"Hipposideros gigas","Hipposideros gigas","genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","347","genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon",0.218699565805753,0.00819672131147541,0.0333333333333333,"Hipposideros gigas","Hipposideros gigas","HIPPOSIDERIDAE"
"1886",2123,"genetic diversity of coronaviruses in miniopterus fuliginosus bats","Du et al.","Sci China Life Sci",2016,42,4,0.095238,"Miniopterus fuliginosus","alphacoronavirus","Lineage 1","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"pharyngeal/anal swab","China","N","Henan","","NA","NA","","2011","",2013,"","","Year",NA,"","","Y (alpha lineage 1 + 2)","","VERENA Admin","4/12/2022 2:30pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","genetic diversity of coronaviruses in miniopterus fuliginosus bats","348","genetic diversity of coronaviruses in miniopterus fuliginosus bats",0.328956433450754,0.00588235294117647,0.0952380952380952,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1887",2124,"genetic diversity of coronaviruses in miniopterus fuliginosus bats","Du et al.","Sci China Life Sci",2016,42,4,0.095238,"Miniopterus fuliginosus","alphacoronavirus","Lineage 2","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"pharyngeal/anal swab","China","N","Henan","","NA","NA","","2011","",2013,"","","Year",NA,"","","Y (alpha lineage 1 + 2)","","VERENA Admin","4/12/2022 2:30pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","genetic diversity of coronaviruses in miniopterus fuliginosus bats","349","genetic diversity of coronaviruses in miniopterus fuliginosus bats",0.328956433450754,0.00588235294117647,0.0952380952380952,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1889",2126,"genetic diversity of coronaviruses in miniopterus fuliginosus bats","Du et al.","Sci China Life Sci",2016,30,3,0.1,"Miniopterus fuliginosus","alphacoronavirus","Lineage 2","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"pharyngeal/anal swab","China","N","Anhui","","NA","NA","","2011","",2013,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","genetic diversity of coronaviruses in miniopterus fuliginosus bats","350","genetic diversity of coronaviruses in miniopterus fuliginosus bats",0.341878452564534,0.00819672131147541,0.1,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1890",2127,"genetic diversity of coronaviruses in miniopterus fuliginosus bats","Du et al.","Sci China Life Sci",2016,16,2,0.125,"Miniopterus fuliginosus","alphacoronavirus","Lineage 1","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"pharyngeal/anal swab","China","N","Hubei","","NA","NA","","2011","",2013,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","genetic diversity of coronaviruses in miniopterus fuliginosus bats","351","genetic diversity of coronaviruses in miniopterus fuliginosus bats",0.391821843561491,0.0151515151515152,0.125,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1891",2128,"genetic diversity of coronaviruses in miniopterus fuliginosus bats","Du et al.","Sci China Life Sci",2016,16,3,0.1875,"Miniopterus fuliginosus","alphacoronavirus","Lineage 2","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"pharyngeal/anal swab","China","N","Hubei","","NA","NA","","2011","",2013,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","genetic diversity of coronaviruses in miniopterus fuliginosus bats","352","genetic diversity of coronaviruses in miniopterus fuliginosus bats",0.469991276384668,0.0151515151515152,0.1875,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1895",2132,"genetic diversity of coronaviruses in miniopterus fuliginosus bats","Du et al.","Sci China Life Sci",2016,18,2,0.111111,"Miniopterus fuliginosus","alphacoronavirus","Lineage 2","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"pharyngeal/anal swab","China","N","Jiangxi","","NA","NA","","2011","",2013,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","genetic diversity of coronaviruses in miniopterus fuliginosus bats","353","genetic diversity of coronaviruses in miniopterus fuliginosus bats",0.369530251504538,0.0135135135135135,0.111111111111111,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1896",2133,"genetic diversity of coronaviruses in miniopterus fuliginosus bats","Du et al.","Sci China Life Sci",2016,26,2,0.076923,"Miniopterus fuliginosus","alphacoronavirus","Lineage 1","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"pharyngeal/anal swab","China","N","Fujian","","NA","NA","","2011","",2013,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","genetic diversity of coronaviruses in miniopterus fuliginosus bats","354","genetic diversity of coronaviruses in miniopterus fuliginosus bats",0.307739854335194,0.00943396226415094,0.0769230769230769,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1900",2137,"genetic diversity of coronaviruses in miniopterus fuliginosus bats","Du et al.","Sci China Life Sci",2016,20,2,0.1,"Miniopterus fuliginosus","alphacoronavirus","Lineage 1","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"pharyngeal/anal swab","China","N","Guangdong","","NA","NA","","2011","",2013,"","","Year",NA,"","","Y (alpha lineage 1 + 2)","","VERENA Admin","4/12/2022 2:30pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","genetic diversity of coronaviruses in miniopterus fuliginosus bats","355","genetic diversity of coronaviruses in miniopterus fuliginosus bats",0.350662286558388,0.0121951219512195,0.1,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1901",2138,"genetic diversity of coronaviruses in miniopterus fuliginosus bats","Du et al.","Sci China Life Sci",2016,20,6,0.3,"Miniopterus fuliginosus","alphacoronavirus","Lineage 2","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"pharyngeal/anal swab","China","N","Guangdong","","NA","NA","","2011","",2013,"","","Year",NA,"","","Y (alpha lineage 1 + 2)","","VERENA Admin","4/12/2022 2:30pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","genetic diversity of coronaviruses in miniopterus fuliginosus bats","356","genetic diversity of coronaviruses in miniopterus fuliginosus bats",0.589711175015508,0.0121951219512195,0.3,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1902",2139,"detection of bat coronavirus and specific antibodies in chestnut bat (scotophilus kuhlii) population in central taiwan","Su BoGang et al.","Taiwan Veterinary Journal",2016,14,8,0.571429,"Scotophilus kuhlii","alphacoronavirus","","","","single","cross-sectional","RNA","semi-nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","","Changhua County","120º23'12""E","23º50'51""N","2013","","",NA,"","","Year",NA,"Yes","","","","VERENA Admin","4/12/2022 2:30pm","faecal, rectal, or anal","1","1","1","1",23.8475,120.386666666667,"No","PCR",1,"Scotophilus kuhlii","Scotophilus kuhlii","detection of bat coronavirus and specific antibodies in chestnut bat (scotophilus kuhlii) population in central taiwan","357","detection of bat coronavirus and specific antibodies in chestnut bat (scotophilus kuhlii) population in central taiwan",0.852416680697587,0.0172413793103448,0.571428571428572,"Scotophilus kuhlii","Scotophilus kuhlii","VESPERTILIONIDAE"
"1903",2140,"detection of bat coronavirus and specific antibodies in chestnut bat (scotophilus kuhlii) population in central taiwan","Su BoGang et al.","Taiwan Veterinary Journal",2016,19,9,0.473684,"Scotophilus kuhlii","alphacoronavirus","","","","single","cross-sectional","RNA","semi-nested RT-PCR","multiple","RdRp",NA,"faeces","Taiwan","N","","Yulin County","120º17'51""E","23º34'05""N","2014","","",NA,"","","Year",NA,"Yes","","","","VERENA Admin","4/12/2022 2:30pm","faecal, rectal, or anal","1","1","1","1",23.5680555555556,120.2975,"No","PCR",1,"Scotophilus kuhlii","Scotophilus kuhlii","detection of bat coronavirus and specific antibodies in chestnut bat (scotophilus kuhlii) population in central taiwan","358","detection of bat coronavirus and specific antibodies in chestnut bat (scotophilus kuhlii) population in central taiwan",0.760356308107058,0.0128205128205128,0.473684210526316,"Scotophilus kuhlii","Scotophilus kuhlii","VESPERTILIONIDAE"
"1905",2142,"detection of bat coronaviruses from miniopterus fuliginosus in japan","Shirato et al.","Virus Genes",2012,45,5,0.111111,"Miniopterus fuliginosus","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"intestines","Japan","N","Wakayama","","NA","NA","","2009","May",2010,"July","","Spring",NA,"No","","","","VERENA Admin","4/12/2022 2:30pm","intestine","0","0","0","1",NA,NA,"Yes, for this study","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","detection of bat coronaviruses from miniopterus fuliginosus in japan","359","detection of bat coronaviruses from miniopterus fuliginosus in japan",0.352742193877458,0.00549450549450549,0.111111111111111,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1906",2143,"detection of bat coronaviruses from miniopterus fuliginosus in japan","Shirato et al.","Virus Genes",2012,4,2,0.5,"Miniopterus fuliginosus","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Japan","N","Wakayama","","NA","NA","","2009","May",2010,"July","","Summer",NA,"No","","","","VERENA Admin","4/12/2022 2:30pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","detection of bat coronaviruses from miniopterus fuliginosus in japan","360","detection of bat coronaviruses from miniopterus fuliginosus in japan",0.785398163397448,0.0555555555555556,0.5,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1907",2144,"detection of bat coronaviruses from miniopterus fuliginosus in japan","Shirato et al.","Virus Genes",2012,11,9,0.818182,"Miniopterus fuliginosus","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"roost feces","Japan","N","Wakayama","","NA","NA","","2009","May",2010,"July","","Summer",NA,"No","","","","VERENA Admin","4/12/2022 2:30pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","detection of bat coronaviruses from miniopterus fuliginosus in japan","361","detection of bat coronaviruses from miniopterus fuliginosus in japan",1.09872977135376,0.0217391304347826,0.818181818181818,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1908",2145,"detection of bat coronaviruses from miniopterus fuliginosus in japan","Shirato et al.","Virus Genes",2012,45,1,0.022222,"Miniopterus fuliginosus","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","S",NA,"intestines","Japan","N","Wakayama","","NA","NA","","2009","May",2010,"July","","Spring",NA,"No","","","","VERENA Admin","4/12/2022 2:30pm","intestine","0","0","0","1",NA,NA,"Yes, for this study","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","detection of bat coronaviruses from miniopterus fuliginosus in japan","362","detection of bat coronaviruses from miniopterus fuliginosus in japan",0.179018599910011,0.00549450549450549,0.0222222222222222,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1909",2146,"detection of bat coronaviruses from miniopterus fuliginosus in japan","Shirato et al.","Virus Genes",2012,4,1,0.25,"Miniopterus fuliginosus","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","S",NA,"faeces","Japan","N","Wakayama","","NA","NA","","2009","May",2010,"July","","Summer",NA,"No","","","","VERENA Admin","4/12/2022 2:30pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","detection of bat coronaviruses from miniopterus fuliginosus in japan","363","detection of bat coronaviruses from miniopterus fuliginosus in japan",0.574183406001544,0.0555555555555556,0.25,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1910",2147,"detection of bat coronaviruses from miniopterus fuliginosus in japan","Shirato et al.","Virus Genes",2012,11,5,0.454545,"Miniopterus fuliginosus","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","S",NA,"roost feces","Japan","N","Wakayama","","NA","NA","","2009","May",2010,"July","","Summer",NA,"No","","","","VERENA Admin","4/12/2022 2:30pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","detection of bat coronaviruses from miniopterus fuliginosus in japan","364","detection of bat coronaviruses from miniopterus fuliginosus in japan",0.743536143592526,0.0217391304347826,0.454545454545455,"Miniopterus fuliginosus","Miniopterus fuliginosus","VESPERTILIONIDAE"
"1919",2933,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,68,1,0.014706,"Pipistrellus kuhlii","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"Carcass","Italy","N","Lombarda and Emilia regions","","NA","NA","","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","pooled tissue","1","0","0","0",NA,NA,"Yes, BUT for previous study or rabies surveillance","PCR",1,"Pipistrellus kuhlii","Pipistrellus kuhlii","detection of coronaviruses in bats of various species in italy","365","detection of coronaviruses in bats of various species in italy",0.145881623026589,0.00364963503649635,0.0147058823529412,"Pipistrellus kuhlii","Pipistrellus kuhlii","VESPERTILIONIDAE"
"1921",2934,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,28,1,0.035714,"Pipistrellus kuhlii","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Lombarda and Emilia regions","","NA","NA","","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"Yes, BUT for previous study or rabies surveillance","PCR",1,"Pipistrellus kuhlii","Pipistrellus kuhlii","detection of coronaviruses in bats of various species in italy","366","detection of coronaviruses in bats of various species in italy",0.22625429002551,0.0087719298245614,0.0357142857142857,"Pipistrellus kuhlii","Pipistrellus kuhlii","VESPERTILIONIDAE"
"1953",2228,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,1,1,1,"Hipposideros diadema","alphacoronavirus","","bat","BtCoV2231/Philippines/2010","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Philippines","N","","D","NA","NA","2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Hipposideros diadema","Hipposideros diadema","genomic and serological detection of bat coronavirus from bats in the philippines","367","genomic and serological detection of bat coronavirus from bats in the philippines",1.17809724509617,0.166666666666667,1,"Hipposideros diadema","Hipposideros diadema","HIPPOSIDERIDAE"
"1981",2935,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,45,2,0.044444,"Rhinolophus pusillus","alphacoronavirus","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines,lung","China","N","Zhejiang","Zhoushan","NA","NA","2015","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","pooled tissue","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus pusillus","Rhinolophus pusillus","virome analysis for identification of novel mammalian viruses in bats from southeast china","368","virome analysis for identification of novel mammalian viruses in bats from southeast china",0.234146654747338,0.00549450549450549,0.0444444444444445,"Rhinolophus pusillus","Rhinolophus pusillus","RHINOLOPHIDAE"
"1987",2261,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,44,2,0.045455,"Rhinolophus pusillus","alphacoronavirus","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines","China","N","Fujian","Changle","NA","NA","","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus pusillus","Rhinolophus pusillus","virome analysis for identification of novel mammalian viruses in bats from southeast china","369","virome analysis for identification of novel mammalian viruses in bats from southeast china",0.236784812321234,0.00561797752808989,0.0454545454545455,"Rhinolophus pusillus","Rhinolophus pusillus","RHINOLOPHIDAE"
"1989",2262,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,11,2,0.181818,"Rhinolophus ferrumequinum","alphacoronavirus","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines","China","N","Fujian","Changle","NA","NA","","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","virome analysis for identification of novel mammalian viruses in bats from southeast china","370","virome analysis for identification of novel mammalian viruses in bats from southeast china",0.472066555441132,0.0217391304347826,0.181818181818182,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1990",2263,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,35,1,0.028571,"Rhinolophus pusillus","alphacoronavirus","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines","China","N","Fujian","Shishi","NA","NA","","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus pusillus","Rhinolophus pusillus","virome analysis for identification of novel mammalian viruses in bats from southeast china","371","virome analysis for identification of novel mammalian viruses in bats from southeast china",0.202694602024949,0.00704225352112676,0.0285714285714286,"Rhinolophus pusillus","Rhinolophus pusillus","RHINOLOPHIDAE"
"2018",2922,"viral diversity of microbats within the south west botanical province of western australia","Prada et al.","Viruses",2019,232,59,0.25431,"Chalinolobus gouldii","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR,semi-nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Australia","S","","MtG, CDR, CoC, Dry, Dwe, Koj, Per","NA","NA","","2016","November",2018,"April","","Summer",NA,"N","N","Y, low and limited to Chalinolobus spp","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Chalinolobus gouldii","Chalinolobus gouldii","viral diversity of microbats within the south west botanical province of western australia","372","viral diversity of microbats within the south west botanical province of western australia",0.529768281707524,0.0010752688172043,0.254310344827586,"Chalinolobus gouldii","Chalinolobus gouldii","VESPERTILIONIDAE"
"2019",2923,"viral diversity of microbats within the south west botanical province of western australia","Prada et al.","Viruses",2019,45,17,0.377778,"Chalinolobus morio","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR,semi-nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Australia","S","","MtG, Bla, CDR, Coc, Don, Dry, Dwe, Frk, Met, Twi, Two","NA","NA","","2016","November",2018,"April","","Summer",NA,"N","N","Y, low and limited to Chalinolobus spp","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Chalinolobus morio","Chalinolobus morio","viral diversity of microbats within the south west botanical province of western australia","373","viral diversity of microbats within the south west botanical province of western australia",0.664632186615618,0.00549450549450549,0.377777777777778,"Chalinolobus morio","Chalinolobus morio","VESPERTILIONIDAE"
"2020",2924,"viral diversity of microbats within the south west botanical province of western australia","Prada et al.","Viruses",2019,51,2,0.039216,"Nyctiphilus geoffroyi","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR,semi-nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Australia","S","","Mtg, Bla, CDR, Coc, Don, Dry, Dwe, Ger, Per, Two","NA","NA","","2016","November",2018,"April","","Summer",NA,"N","N","Y, low and limited to Chalinolobus spp","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Nyctophilus geoffroyi","Nyctophilus geoffroyi","viral diversity of microbats within the south west botanical province of western australia","374","viral diversity of microbats within the south west botanical province of western australia",0.219979716972683,0.00485436893203883,0.0392156862745098,"Nyctophilus geoffroyi","Nyctophilus geoffroyi","VESPERTILIONIDAE"
"2021",2925,"viral diversity of microbats within the south west botanical province of western australia","Prada et al.","Viruses",2019,56,2,0.035714,"Nyctophilus gouldi","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR,semi-nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Australia","S","","Bla, Don, Dry, we, Per, Two","NA","NA","","2016","November",2018,"April","","Summer",NA,"N","N","Y, low and limited to Chalinolobus spp","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Nyctophilus gouldi","Nyctophilus gouldi","viral diversity of microbats within the south west botanical province of western australia","375","viral diversity of microbats within the south west botanical province of western australia",0.209953807259861,0.00442477876106195,0.0357142857142857,"Nyctophilus gouldi","Nyctophilus gouldi","VESPERTILIONIDAE"
"2022",2926,"viral diversity of microbats within the south west botanical province of western australia","Prada et al.","Viruses",2019,10,0,0,"Nyctophilus major","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR,semi-nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Australia","S","","Bla, CDR, Dry, Dwe, Frk","NA","NA","","2016","November",2018,"April","","Summer",NA,"N","N","Y, low and limited to Chalinolobus spp","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Nyctophilus timoriensis","Nyctophilus timoriensis","viral diversity of microbats within the south west botanical province of western australia","376","viral diversity of microbats within the south west botanical province of western australia",0.153138684584835,0.0238095238095238,0,"Nyctophilus timoriensis","Nyctophilus timoriensis","VESPERTILIONIDAE"
