"","UniqueID","Field.25","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","Primers","gene_targets","Terminal.sampling.","tissue","country","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Entered.by","Last.modified","euthanasia"
"1796",1950,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,7,0,0,"Myotis horsfieldii","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"alimentary specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:58pm","Y"
"1797",1952,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,4,0,0,"Myotis muricola","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"respiratory specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:58pm","Y"
"1798",1954,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,4,0,0,"Myotis muricola","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"alimentary specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:58pm","Y"
"1799",1956,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,307,0,0,"Myotis ricketti","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"respiratory specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:58pm","Y"
"1800",1958,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,307,0,0,"Myotis ricketti","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"alimentary specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:58pm","Y"
"1801",1960,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,54,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"respiratory specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:58pm","Y"
"1802",1962,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,54,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"alimentary specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:58pm","Y"
"1803",1964,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,219,0,0,"Pipistrellus abramus","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"respiratory specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:58pm","Y"
"1804",1967,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,219,55,0.251142,"Pipistrellus abramus","betacoronavirus ","Merbecovirus","bat","Pipistrellus bat CoV HKU5","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"alimentary specimen","China","Hong Kong","Site 13","","","","2005","April",2012,"August","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1805",1968,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,11,0,0,"Pipistrellus tenuis","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"respiratory specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:57pm","Y"
"1806",1970,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,11,0,0,"Pipistrellus tenuis","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"alimentary specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:57pm","Y"
"1807",1972,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,18,0,0,"Scotophilus kuhlii","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"respiratory specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:57pm","Y"
"1808",1974,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,18,0,0,"Scotophilus kuhlii","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"alimentary specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:57pm","Y"
"1809",1976,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,115,0,0,"Tylonycteris pachypus","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"respiratory specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:57pm","Y"
"1810",1978,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,115,29,0.252174,"Tylonycteris pachypus","betacoronavirus ","Merbecovirus","bat","Tylonycteris bat CoV HKU4","pooled","longitudinal","RNA","RT-PCR","single",NA,"RdRp",NA,"alimentary specimen","China","Hong Kong","Site 7","","","","2005","April",2012,"August","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1811",1980,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,1,0,0,"Tylonycteris robustula","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"respiratory specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:57pm","Y"
"1812",1982,"genetic characterization of betacoronavirus lineage c viruses in bats reveals marked sequence divergence in the spike protein of pipistrellus bat coronavirus hku5 in japanese pipistrelle: implications for the origin of the novel middle east respiratory syndrome coronavirus","Lau et al.","J Virol",2013,1,0,0,"Tylonycteris robustula","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"alimentary specimen","China","Hong Kong","","","","","2005","April",2012,"August","",NA,"","","","VERENA Admin","6/24/2021 2:57pm","Y"
"1813",1984,"detection and full genome characterization of two beta cov viruses related to middle east respiratory syndrome from bats in italy","Moreno et al.","Virol J",2017,1,1,1,"Hypsugo savii","betacoronavirus ","Merbecovirus","","BatCoV-Ita1","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"intestines","Italy","Modena","","","","2011","","",NA,"","",NA,"Y","","","Binqi Chen","3/13/2021 5:09pm","N"
"1814",1986,"detection and full genome characterization of two beta cov viruses related to middle east respiratory syndrome from bats in italy","Moreno et al.","Virol J",2017,1,1,1,"Pipistrellus kuhlii","betacoronavirus ","Merbecovirus","","BatCoV-Ita2","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"intestines","Italy","Modena","","","","2011","","",NA,"","",NA,"N","","","Binqi Chen","3/13/2021 5:09pm","N"
"1815",1985,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,2,0,0,"Carollia perspicillata","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Arima","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1816",1987,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,2,1,0.5,"Carollia perspicillata","betacoronavirus ","","","Bt-CoV/Trinidad/1FY2B","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Fyzabad","","","","2006","December",2007,"July","",NA,"Y","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1817",1988,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,1,0,0,"Carollia perspicillata","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Tabaquite","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1818",1989,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,12,1,0.083333,"Glossophaga soricina","betacoronavirus ","","","Bt-CoV/Trinidad/1CO7B","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Couva","","","","2006","December",2007,"July","",NA,"Y","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1819",1990,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,7,0,0,"Glossophaga soricina","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Tabaquite","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1820",1991,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,6,0,0,"Noctilio leporinus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Couva","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1821",1992,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,3,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Fyzabad","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1822",1993,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,3,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Morne Diablo","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1823",1994,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,1,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Rousillac","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1824",1995,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,7,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","La Brae","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1825",1996,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,29,0,0,"Pteronotus parnellii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Tabaquite","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1826",1997,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,2,0,0,"Pteronotus parnellii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Wallerfield","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1827",1998,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,25,0,0,"Molossus major","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Talparo","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1828",1999,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,1,0,0,"Mormoops sp.","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Tamana","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1829",2000,"detection and phylogenetic analysis of group 1 coronaviruses in south american bats","Carrington et al.","Emerg Infect Dis",2008,11,0,0,"Phyllostomus hastatus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"nasopharyngeal swabs,faecal swab","Trinidad","","Wallerfield","","","","2006","December",2007,"July","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","Y"
"1830",2001,"""detection and prevalence patterns of group i coronaviruses in bats, northern germany""","Gloza-rausch et al.","Emerg Infect Dis",2008,9,1,0.111111,"Myotis bechsteinii","betacoronavirus ","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Germany","","Bornhöved","10°14'14""E","54°06'04""N","2007","","June",NA,"August","",NA,"Y; age, sex, lactation, gravidity","","","Binqi Chen","3/28/2021 9:52am","N"
"1831",2002,"""detection and prevalence patterns of group i coronaviruses in bats, northern germany""","Gloza-rausch et al.","Emerg Infect Dis",2008,2,0,0,"Myotis brandtii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Germany","","Westensee","9°58'17""E","54°16'44""N","2007","","June",NA,"August","",NA,"Y; age, sex, lactation, gravidity","","","Binqi Chen","3/28/2021 9:53am","N"
"1832",2003,"""detection and prevalence patterns of group i coronaviruses in bats, northern germany""","Gloza-rausch et al.","Emerg Infect Dis",2008,67,17,0.253731,"Myotis dasycneme","betacoronavirus ","Lineage 1","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Germany","","Achterwehr, Methorst,  Schwentinebrücke, Projensdorfer Gehölz","10°18′57′′E","53°56′09′′N","2007","","June",NA,"August","",NA,"Y; age, sex, lactation, gravidity","","","Binqi Chen","3/28/2021 9:58am","N"
"1833",2007,"""detection and prevalence patterns of group i coronaviruses in bats, northern germany""","Gloza-rausch et al.","Emerg Infect Dis",2008,155,8,0.051613,"Myotis daubentonii","betacoronavirus ","Lineage 4","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Germany","","Westensee, Achterwehr, Molfsee, Schwentinebrücke, Jägerslust, Projensdorfer Gehölz ","10°18′57′′E","53°56′09′′N","2007","","June",NA,"August","",NA,"Y; age, sex, lactation, gravidity","","","Binqi Chen","3/28/2021 9:59am","N"
"1834",2013,"""detection and prevalence patterns of group i coronaviruses in bats, northern germany""","Gloza-rausch et al.","Emerg Infect Dis",2008,3,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Germany","","Schwentinebrücke","10°17'14""E","54°16'18""N","2007","","June",NA,"August","",NA,"Y; age, sex, lactation, gravidity","","","Binqi Chen","3/28/2021 10:00am","N"
"1835",2014,"""detection and prevalence patterns of group i coronaviruses in bats, northern germany""","Gloza-rausch et al.","Emerg Infect Dis",2008,22,2,0.090909,"Pipistrellus nathusii","betacoronavirus ","Lineage 2","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Germany","","Westensee, Methorst, Schwentinebrücke","10°18′57′′E","53°56′09′′N","2007","","June",NA,"August","",NA,"Y; age, sex, lactation, gravidity","","","Binqi Chen","3/28/2021 10:01am","N"
"1836",2017,"""detection and prevalence patterns of group i coronaviruses in bats, northern germany""","Gloza-rausch et al.","Emerg Infect Dis",2008,57,3,0.052632,"Pipistrellus pygmaeus","betacoronavirus ","Lineage 3","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Germany","","Westensee, Achterwehr, Molfsee, Schwentinebrücke","10°18′57′′E","53°56′09′′N","2007","","June",NA,"August","",NA,"Y; age, sex, lactation, gravidity","","","Binqi Chen","3/28/2021 10:01am","N"
"1837",2021,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,4,0,0,"Barbastella barbastellus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1838",2037,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,2,0,0,"Barbastella barbastellus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1839",2038,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,8,1,0.125,"Eptesicus isabellinus","betacoronavirus ","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1840",2039,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,7,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1841",2040,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,26,2,0.076923,"Hypsugo savii","alphacoronavirus and betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1842",2041,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,10,0,0,"Hypsugo savii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1843",2042,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,2,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1844",2043,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,71,1,0.014085,"Miniopterus schreibersii","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1845",2044,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,1,0,0,"Myotis alcathoe","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1846",2045,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,2,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1847",2046,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,3,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1848",2047,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,11,1,0.090909,"Myotis blythii","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1849",2048,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,14,0,0,"Myotis capaccinii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1850",2049,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,39,1,0.025641,"Myotis daubentonii","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1851",2050,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,52,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1852",2051,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,2,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1853",2052,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,15,0,0,"Myotis escalerai","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1854",2053,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,1,1,1,"Myotis myotis","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1855",2054,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,17,0,0,"Myotis myotis","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1856",2055,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,5,0,0,"Myotis mystacinus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1857",2078,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,37,5,0.135135,"Nyctalus lasiopterus","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
