"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies"
"1859",1859,2310,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,2,0,0,"Epomophorus gambianus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Conakry","Bate-Nafadji",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Epomophorus gambianus","Epomophorus gambianus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1860",1860,2311,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,5,0,0,"Epomophorus gambianus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Kankan","Kankan",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Epomophorus gambianus","Epomophorus gambianus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1861",1861,2312,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,2,0,0,"Epomophorus gambianus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Kindia","Madina Oula",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Epomophorus gambianus","Epomophorus gambianus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1864",1864,2315,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,2,0,0,"Epomophorus gambianus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Geuckdou","Guingan",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Epomophorus gambianus","Epomophorus gambianus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1865",1865,2316,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,11,0,0,"Epomophorus gambianus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Mamou","Oure-Kaba",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Epomophorus gambianus","Epomophorus gambianus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1866",1866,2317,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,3,0,0,"Epomps buettikoferi","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Geuckdou","Tekoulo",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Epomops buettikoferi","Epomops buettikoferi","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1867",1867,2318,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,1,0,0,"Hypsignathus monstrosus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Geuckdou","Guingan",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hypsignathus monstrosus","Hypsignathus monstrosus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1868",1868,2319,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,5,0,0,"Hypsignathus monstrosus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Macenta","Macenta",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hypsignathus monstrosus","Hypsignathus monstrosus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1869",1869,2320,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,8,0,0,"Lissonycteris angolensis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Kindia","Madina Oula",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myonycteris angolensis","Myonycteris angolensis","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1870",1870,2321,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,6,0,0,"Lissonycteris angolensis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Kindia","Sougueta",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myonycteris angolensis","Myonycteris angolensis","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1874",1874,2324,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,4,0,0,"Micropteropus pusillus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Conakry","Conakry",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Micropteropus pusillus","Micropteropus pusillus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1875",1875,2325,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,1,0,0,"Micropteropus pusillus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Kankan","Kankan",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Micropteropus pusillus","Micropteropus pusillus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1876",1876,2326,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,1,0,0,"Micropteropus pusillus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Geuckdou","Guingan",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Micropteropus pusillus","Micropteropus pusillus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1882",1882,2330,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,2,0,0,"Rousettus aegyptiacus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Koundara","Youkounkoun",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1884",1884,2332,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,1,0,0,"Rousettus aegyptiacus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets,rectal swab,oral swab","Guinea","N","Geuckdou","Tekoulo",NA,NA,"","2016","February",2017,"January","","Year",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa"
"1903",1903,2371,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,6,0,0,"Rhinolophus hipposideros","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Big Vupa (April), Roman Horse Cave (September)",NA,NA,"2008","","",NA,"","April + September, unless site specifies one or the other","Spring,Fall",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","faeces",0,1,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus hipposideros","Rhinolophus hipposideros","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1904",1904,2372,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,32,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Elenas Cave, Bratanova Cave (April), Big Vupa (April), Kaleto Cave, Roman Horse Cave (September), Maharata Cave Area (April)",NA,NA,"2008","","",NA,"","April + September, unless site specifies one or the other","Spring,Fall",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",0,1,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis bechsteinii","Myotis bechsteinii","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1905",1905,2373,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,12,0,0,"Barbastella barbastellus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Bratanova Cave, Big Vupa, Malko Tarnovo Water Tunnel",NA,NA,"2008","","",NA,"","April","Spring",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Barbastella barbastellus","Barbastella barbastellus","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1906",1906,2374,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,7,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Bratanova Cave, Big Vupa, Kaleto Cave, Maharata Cave Area, Malko Tarnovo Water Tunnel",NA,NA,"2008","","",NA,"","April","Spring",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis daubentonii","Myotis daubentonii","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1907",1907,2375,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,5,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Big Vupa, Bratanova Cave",NA,NA,"2008","","",NA,"","April","Spring",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis emarginatus","Myotis emarginatus","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1908",1908,2376,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,3,0,0,"Myotis myotis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Bratanova Cave"," 27°25'21.3""E","42°0'21.0""N","2008","","",NA,"","April","Spring",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",0,0,0,1,42.0058333333333,27.4225833333333,"RdRp","No","No","PCR","genus not specified",1,"Myotis myotis","Myotis myotis","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1909",1909,2377,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,2,0,0,"Pipistrellus pygmaeus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Big Vupa","27°30'45.0""E","42°9'32.0""N","2008","","",NA,"","April","Spring",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",0,0,0,1,42.1588888888889,27.5125,"RdRp","No","No","PCR","genus not specified",1,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1910",1910,2378,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,2,0,0,"Myotis alcathoe","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Bratanova Cave (April), Kaleto Cave (September)",NA,NA,"2008","","",NA,"","April + September, unless site specifies one or the other","Spring,Fall",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",0,1,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis alcathoe","Myotis alcathoe","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1911",1911,2379,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,2,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Bratanova Cave"," 27°25'21.3""E","42°0'21.0""N","2008","","",NA,"","April","Spring",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",0,0,0,1,42.0058333333333,27.4225833333333,"RdRp","No","No","PCR","genus not specified",1,"Plecotus auritus","Plecotus auritus","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1912",1912,2380,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,1,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Roman Horse Cave","27°12'31.3""E","42°5'30.7""N","2008","","",NA,"","September","Fall",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",0,1,0,0,42.0918611111111,27.2086944444444,"RdRp","No","No","PCR","genus not specified",1,"Myotis nattereri","Myotis nattereri","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1913",1913,2381,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,1,0,0,"Myotis mystacinus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Kaleto Cave","27°21'28.0""E","42°9'7.0""N","2008","","",NA,"","April","Spring",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",0,0,0,1,42.1519444444444,27.3577777777778,"RdRp","No","No","PCR","genus not specified",1,"Myotis mystacinus","Myotis mystacinus","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1914",1914,2382,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,1,0,0,"Myotis oxygnatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Roman Horse Cave","27°12'31.3""E","42°5'30.7""N","2008","","",NA,"","April","Spring",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",0,0,0,1,42.0918611111111,27.2086944444444,"RdRp","No","No","PCR","genus not specified",1,"Myotis blythii","Myotis blythii","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1915",1915,2383,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,1,0,0,"Myotis capaccini","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Roman Horse Cave ","27°12'31.3""E","42°5'30.7""N","2008","","",NA,"","September","Fall",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",0,1,0,0,42.0918611111111,27.2086944444444,"RdRp","No","No","PCR","genus not specified",1,"Myotis capaccinii","Myotis capaccinii","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences"
"1917",1917,2385,"group b betacoronavirus in rhinolophid bats, japan","Suzuki et al.","J Vet Med Sci",2014,6,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","Japan","N","Iwate","Ogayu and Isari caves",NA,NA,"?","","",NA,"","",NA,NA,"N","Y","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","group b betacoronavirus in rhinolophid bats, japan"
"1918",1918,2386,"group b betacoronavirus in rhinolophid bats, japan","Suzuki et al.","J Vet Med Sci",2014,4,0,0,"Myotis macrodactylus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","Japan","N","Iwate","Ogayu and Isari caves",NA,NA,"?","","",NA,"","",NA,NA,"N","Y","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis macrodactylus","Myotis macrodactylus","group b betacoronavirus in rhinolophid bats, japan"
"1919",1919,2387,"group b betacoronavirus in rhinolophid bats, japan","Suzuki et al.","J Vet Med Sci",2014,1,0,0,"Murina ussuriensis","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","Japan","N","Iwate","Ogayu and Isari caves",NA,NA,"?","","",NA,"","",NA,NA,"N","Y","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",NA,NA,NA,NA,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Murina ussuriensis","Murina ussuriensis","group b betacoronavirus in rhinolophid bats, japan"
"1920",1920,2388,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,11,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"oral swab","South Korea","N","Gangwon","Forest (Yeongwol 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","genetic characteristics of coronaviruses from korean bats in 2016"
"1921",1921,2389,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,18,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","South Korea","N","Gangwon","Forest (Yeongwol 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","genetic characteristics of coronaviruses from korean bats in 2016"
"1922",1922,2390,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,7,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","South Korea","N","Gyeongnam","Abandoned mine (Changwon 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","genetic characteristics of coronaviruses from korean bats in 2016"
"1923",1923,2391,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,70,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"oral swab","South Korea","N","Gyeongbuk","Abandoned mine (Gyeongju 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","genetic characteristics of coronaviruses from korean bats in 2016"
