,X,UniqueID,title,author..from.Imported.table.2.,journal..from.Imported.table.2.,year..from.Imported.table.2.,sample,positives,prevalence,bat_species,virus_genus,virus_genus_notes,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single.multiple.PCR.method,gene_targets,Terminal.sampling.,tissue,country,country_hemisphere,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,sample_season_simplified,X..Sampling.Trips,Sex.Info.,Habitat.Disturbance.Info.,Coinfection.Info.,Flag,Entered.by,Last.modified,tissue_simplified,sample_simplified,summer,fall,winter,spring,latidudedecimal,longitudedecimal,gene_targets_simplified,euthanasia,euthanasia_simplified,method_specific_simplified,virus_genus_simplified,spec,species_for_reader,species,studies,species_char,family
1649,1649,2021,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,4,0,0,Barbastella barbastellus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Barbastella barbastellus,Barbastella barbastellus,detection of alpha and betacoronaviruses in multiple iberian bat species,Barbastella barbastellus,VESPERTILIONIDAE
1650,1650,2037,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,2,0,0,Barbastella barbastellus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Barbastella barbastellus,Barbastella barbastellus,detection of alpha and betacoronaviruses in multiple iberian bat species,Barbastella barbastellus,VESPERTILIONIDAE
1652,1652,2039,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,7,0,0,Eptesicus serotinus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Eptesicus serotinus,Eptesicus serotinus,detection of alpha and betacoronaviruses in multiple iberian bat species,Eptesicus serotinus,VESPERTILIONIDAE
1654,1654,2041,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,10,0,0,Hypsugo savii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Pipistrellus savii,Pipistrellus savii,detection of alpha and betacoronaviruses in multiple iberian bat species,Pipistrellus savii,VESPERTILIONIDAE
1655,1655,2042,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,2,0,0,Miniopterus schreibersii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Miniopterus schreibersii,Miniopterus schreibersii,detection of alpha and betacoronaviruses in multiple iberian bat species,Miniopterus schreibersii,MINIOPTERIDAE
1657,1657,2044,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,1,0,0,Myotis alcathoe,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Myotis alcathoe,Myotis alcathoe,detection of alpha and betacoronaviruses in multiple iberian bat species,Myotis alcathoe,VESPERTILIONIDAE
1658,1658,2045,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,2,0,0,Myotis bechsteinii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Myotis bechsteinii,Myotis bechsteinii,detection of alpha and betacoronaviruses in multiple iberian bat species,Myotis bechsteinii,VESPERTILIONIDAE
1659,1659,2046,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,3,0,0,Myotis bechsteinii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Myotis bechsteinii,Myotis bechsteinii,detection of alpha and betacoronaviruses in multiple iberian bat species,Myotis bechsteinii,VESPERTILIONIDAE
1661,1661,2048,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,14,0,0,Myotis capaccinii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Myotis capaccinii,Myotis capaccinii,detection of alpha and betacoronaviruses in multiple iberian bat species,Myotis capaccinii,VESPERTILIONIDAE
1663,1663,2050,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,52,0,0,Myotis daubentonii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Myotis daubentonii,Myotis daubentonii,detection of alpha and betacoronaviruses in multiple iberian bat species,Myotis daubentonii,VESPERTILIONIDAE
1664,1664,2051,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,2,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Myotis emarginatus,Myotis emarginatus,detection of alpha and betacoronaviruses in multiple iberian bat species,Myotis emarginatus,VESPERTILIONIDAE
1665,1665,2052,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,15,0,0,Myotis escalerai,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Myotis escalerai,Myotis escalerai,detection of alpha and betacoronaviruses in multiple iberian bat species,Myotis escalerai,VESPERTILIONIDAE
1667,1667,2054,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,17,0,0,Myotis myotis,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Myotis myotis,Myotis myotis,detection of alpha and betacoronaviruses in multiple iberian bat species,Myotis myotis,VESPERTILIONIDAE
1668,1668,2055,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,5,0,0,Myotis mystacinus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Myotis mystacinus,Myotis mystacinus,detection of alpha and betacoronaviruses in multiple iberian bat species,Myotis mystacinus,VESPERTILIONIDAE
1670,1670,2079,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,137,0,0,Nyctalus lasiopterus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Nyctalus lasiopterus,Nyctalus lasiopterus,detection of alpha and betacoronaviruses in multiple iberian bat species,Nyctalus lasiopterus,VESPERTILIONIDAE
1671,1671,2056,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,3,0,0,Myotis nattereri,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Myotis nattereri,Myotis nattereri,detection of alpha and betacoronaviruses in multiple iberian bat species,Myotis nattereri,VESPERTILIONIDAE
1672,1672,2064,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,3,0,0,Myotis nattereri,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Myotis nattereri,Myotis nattereri,detection of alpha and betacoronaviruses in multiple iberian bat species,Myotis nattereri,VESPERTILIONIDAE
1673,1673,2063,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,23,0,0,Nyctalus leisleri,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Nyctalus leisleri,Nyctalus leisleri,detection of alpha and betacoronaviruses in multiple iberian bat species,Nyctalus leisleri,VESPERTILIONIDAE
1674,1674,2062,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,11,0,0,Nyctalus leisleri,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Nyctalus leisleri,Nyctalus leisleri,detection of alpha and betacoronaviruses in multiple iberian bat species,Nyctalus leisleri,VESPERTILIONIDAE
1676,1676,2060,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,6,0,0,Pipistrellus kuhlii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Pipistrellus kuhlii,Pipistrellus kuhlii,detection of alpha and betacoronaviruses in multiple iberian bat species,Pipistrellus kuhlii,VESPERTILIONIDAE
1677,1677,2059,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,3,0,0,Pipistrellus pipistrellus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Pipistrellus pipistrellus,Pipistrellus pipistrellus,detection of alpha and betacoronaviruses in multiple iberian bat species,Pipistrellus pipistrellus,VESPERTILIONIDAE
1678,1678,2058,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,1,0,0,Pipistrellus pipistrellus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Pipistrellus pipistrellus,Pipistrellus pipistrellus,detection of alpha and betacoronaviruses in multiple iberian bat species,Pipistrellus pipistrellus,VESPERTILIONIDAE
1679,1679,2057,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,1,0,0,Pipistrellus pygmaeus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Pipistrellus pygmaeus,Pipistrellus pygmaeus,detection of alpha and betacoronaviruses in multiple iberian bat species,Pipistrellus pygmaeus,VESPERTILIONIDAE
1682,1682,2067,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,7,0,0,Plecotus auritus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Plecotus auritus,Plecotus auritus,detection of alpha and betacoronaviruses in multiple iberian bat species,Plecotus auritus,VESPERTILIONIDAE
1683,1683,2068,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,7,0,0,Plecotus austriacus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Plecotus austriacus,Plecotus austriacus,detection of alpha and betacoronaviruses in multiple iberian bat species,Plecotus austriacus,VESPERTILIONIDAE
1684,1684,2069,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,10,0,0,Plecotus austriacus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Plecotus austriacus,Plecotus austriacus,detection of alpha and betacoronaviruses in multiple iberian bat species,Plecotus austriacus,VESPERTILIONIDAE
1685,1685,2070,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,13,0,0,Rhinolophus euryale,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Rhinolophus euryale,Rhinolophus euryale,detection of alpha and betacoronaviruses in multiple iberian bat species,Rhinolophus euryale,RHINOLOPHIDAE
1686,1686,2071,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,3,0,0,Rhinolophus ferrumequinum,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,detection of alpha and betacoronaviruses in multiple iberian bat species,Rhinolophus ferrumequinum,RHINOLOPHIDAE
1687,1687,2072,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,5,0,0,Rhinolophus ferrumequinum,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:29pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,detection of alpha and betacoronaviruses in multiple iberian bat species,Rhinolophus ferrumequinum,RHINOLOPHIDAE
1688,1688,2073,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,4,0,0,Rhinolophus hipposideros,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Rhinolophus hipposideros,Rhinolophus hipposideros,detection of alpha and betacoronaviruses in multiple iberian bat species,Rhinolophus hipposideros,RHINOLOPHIDAE
1689,1689,2074,detection of alpha and betacoronaviruses in multiple iberian bat species,Falcón et al.,Arch Virol,2011,1,0,0,Rhinolophus mehelyi,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,oral swab,Spain,N,,,NA,NA,,2004,,2007,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,oropharyngeal,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Rhinolophus mehelyi,Rhinolophus mehelyi,detection of alpha and betacoronaviruses in multiple iberian bat species,Rhinolophus mehelyi,RHINOLOPHIDAE
1697,1697,2088,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,5,0,0,Hipposideros cf. ruber,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Haut-Ogooue,Dijibilong Cave,13°46 E,1°36 S,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,-1.6,13.76666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros ruber,Hipposideros ruber,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros ruber,HIPPOSIDERIDAE
1698,1698,2089,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,69,0,0,Miniopterus inflatus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Haut-Ogooue,Dijibilong Cave,13°46 E,1°36 S,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,-1.6,13.76666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Miniopterus inflatus,Miniopterus inflatus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Miniopterus inflatus,MINIOPTERIDAE
1699,1699,2090,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,8,0,0,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Haut-Ogooue,Dijibilong Cave,13°46 E,1°36 S,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,-1.6,13.76666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Rousettus aegyptiacus,Rousettus aegyptiacus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Rousettus aegyptiacus,PTEROPODIDAE
1700,1700,2091,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,10,0,0,Coleura afra,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Batouala Cave,13°45 E,0°82N,2009,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.75,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Coleura afra,Coleura afra,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Coleura afra,EMBALLONURIDAE
1701,1701,2092,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,17,0,0,Hipposideros gigas,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Batouala Cave,13°45 E,0°82N,2009,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.75,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros gigas,Hipposideros gigas,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros gigas,HIPPOSIDERIDAE
1702,1702,2093,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,4,0,0,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Batouala Cave,13°45 E,0°82N,2009,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.75,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Rousettus aegyptiacus,Rousettus aegyptiacus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Rousettus aegyptiacus,PTEROPODIDAE
1703,1703,2094,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,6,0,0,Miniopterus inflatus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Batouala Cave,13°45 E,0°82N,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.75,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Miniopterus inflatus,Miniopterus inflatus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Miniopterus inflatus,MINIOPTERIDAE
1704,1704,2095,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,6,0,0,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Batouala Cave,13°45 E,0°82N,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.75,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Rousettus aegyptiacus,Rousettus aegyptiacus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Rousettus aegyptiacus,PTEROPODIDAE
1705,1705,2096,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,46,0,0,Hipposideros cf. ruber,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Zadie Cave, 13°19 E,0°98N,2009,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.31666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros ruber,Hipposideros ruber,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros ruber,HIPPOSIDERIDAE
1706,1706,2097,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,7,0,0,Hipposideros gigas,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Zadie Cave, 13°19 E,0°98N,2009,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.31666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros gigas,Hipposideros gigas,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros gigas,HIPPOSIDERIDAE
1707,1707,2098,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,37,0,0,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Zadie Cave, 13°19 E,0°98N,2009,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.31666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Rousettus aegyptiacus,Rousettus aegyptiacus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Rousettus aegyptiacus,PTEROPODIDAE
