"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"1448",1600,"seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","Seltmann et al.","Ecohealth",2017,2,0,0,"Kerivoula papillosa","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"faecal swab/pellet","Malaysian Borneo","N","Sabah","Fragmented forest","NA","NA","","2014","March",2015,"September","","Spring,Summer,Fall",NA,"Y","Fragmented forest","Y","","VERENA Admin","4/29/2022 11:38am","faecal, rectal, or anal","pooled","1","1","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Kerivoula papillosa","Kerivoula papillosa","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","1260","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests",0.307739854335194,0.1,0,"Kerivoula papillosa","Kerivoula papillosa","VESPERTILIONIDAE"
"1449",1601,"seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","Seltmann et al.","Ecohealth",2017,6,0,0,"Rhinolophus borneenis","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"faecal swab/pellet","Malaysian Borneo","N","Sabah","Recovering forest","NA","NA","","2014","March",2015,"September","","Spring,Summer,Fall",NA,"Y","Recovering forest","Y","","VERENA Admin","4/29/2022 11:38am","faecal, rectal, or anal","pooled","1","1","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus borneensis","Rhinolophus borneensis","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","1261","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests",0.19379834332759,0.0384615384615385,0,"Rhinolophus borneensis","Rhinolophus borneensis","RHINOLOPHIDAE"
"1450",1602,"seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","Seltmann et al.","Ecohealth",2017,7,0,0,"Rhinolophus borneenis","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"faecal swab/pellet","Malaysian Borneo","N","Sabah","Actively logged forest","NA","NA","","2014","March",2015,"September","","Spring,Summer,Fall",NA,"Y","Actively logged forest","Y","","VERENA Admin","4/29/2022 11:38am","faecal, rectal, or anal","pooled","1","1","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus borneensis","Rhinolophus borneensis","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","1262","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests",0.180683561953354,0.0333333333333333,0,"Rhinolophus borneensis","Rhinolophus borneensis","RHINOLOPHIDAE"
"1451",1603,"seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","Seltmann et al.","Ecohealth",2017,7,0,0,"Rhinolophus borneenis","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"faecal swab/pellet","Malaysian Borneo","N","Sabah","Fragmented forest","NA","NA","","2014","March",2015,"September","","Spring,Summer,Fall",NA,"Y","Fragmented forest","Y","","VERENA Admin","4/29/2022 11:38am","faecal, rectal, or anal","pooled","1","1","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus borneensis","Rhinolophus borneensis","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","1263","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests",0.180683561953354,0.0333333333333333,0,"Rhinolophus borneensis","Rhinolophus borneensis","RHINOLOPHIDAE"
"1452",1604,"seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","Seltmann et al.","Ecohealth",2017,13,0,0,"Rhinolophus sedulus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"faecal swab/pellet","Malaysian Borneo","N","Sabah","Recovering forest","NA","NA","","2014","March",2015,"September","","Spring,Summer,Fall",NA,"Y","Recovering forest","Y","","VERENA Admin","4/29/2022 11:38am","faecal, rectal, or anal","pooled","1","1","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus sedulus","Rhinolophus sedulus","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","1264","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests",0.135274881489286,0.0185185185185185,0,"Rhinolophus sedulus","Rhinolophus sedulus","RHINOLOPHIDAE"
"1453",1605,"seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","Seltmann et al.","Ecohealth",2017,5,0,0,"Rhinolophus sedulus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"faecal swab/pellet","Malaysian Borneo","N","Sabah","Actively logged forest","NA","NA","","2014","March",2015,"September","","Spring,Summer,Fall",NA,"Y","Actively logged forest","Y","","VERENA Admin","4/29/2022 11:38am","faecal, rectal, or anal","pooled","1","1","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus sedulus","Rhinolophus sedulus","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","1265","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests",0.210267167641983,0.0454545454545455,0,"Rhinolophus sedulus","Rhinolophus sedulus","RHINOLOPHIDAE"
"1455",1607,"seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","Seltmann et al.","Ecohealth",2017,17,0,0,"Rhinolophus trifoliatus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"faecal swab/pellet","Malaysian Borneo","N","Sabah","Actively logged forest","NA","NA","","2014","March",2015,"September","","Spring,Summer,Fall",NA,"Y","Actively logged forest","Y","","VERENA Admin","4/29/2022 11:38am","faecal, rectal, or anal","pooled","1","1","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus trifoliatus","Rhinolophus trifoliatus","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","1266","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests",0.118970562415104,0.0142857142857143,0,"Rhinolophus trifoliatus","Rhinolophus trifoliatus","RHINOLOPHIDAE"
"1456",1608,"seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","Seltmann et al.","Ecohealth",2017,10,0,0,"Rhinolophus trifoliatus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"faecal swab/pellet","Malaysian Borneo","N","Sabah","Fragmented forest","NA","NA","","2014","March",2015,"September","","Spring,Summer,Fall",NA,"Y","Fragmented forest","Y","","VERENA Admin","4/29/2022 11:38am","faecal, rectal, or anal","pooled","1","1","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus trifoliatus","Rhinolophus trifoliatus","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests","1267","seasonal fluctuations of astrovirus, but not coronavirus shedding in bats inhabiting human-modified tropical forests",0.153138684584835,0.0238095238095238,0,"Rhinolophus trifoliatus","Rhinolophus trifoliatus","RHINOLOPHIDAE"
"1458",1610,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,6,0,0,"Chaerephon plicatus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yangshan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Chaerephon plicatus","Chaerephon plicatus","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1268","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.19379834332759,0.0384615384615385,0,"Chaerephon plicatus","Chaerephon plicatus","MOLOSSIDAE"
"1460",1620,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,39,0,0,"Cynopterus sphinx","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangxi Zhuang and Guangdong","Beihai (Guangxi Zhuang), Baiyun (Guangdong)","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Cynopterus sphinx","Cynopterus sphinx","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1269","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.0793901073228803,0.00632911392405063,0,"Cynopterus sphinx","Cynopterus sphinx","PTEROPODIDAE"
"1461",1621,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,107,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde, Ruyuan, Shenzhen, Yangshan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1270","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.0481870812336461,0.00232558139534884,0,"Hipposideros armiger","Hipposideros armiger","HIPPOSIDERIDAE"
"1462",1622,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,28,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde, Ruyuan, Yangshan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1271","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.0933897305407968,0.0087719298245614,0,"Hipposideros larvatus","Hipposideros larvatus","HIPPOSIDERIDAE"
"1463",1623,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,18,0,0,"Hipposideros pomona","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Shenzhen","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros pomona","Hipposideros pomona","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1272","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.115738681985089,0.0135135135135135,0,"Hipposideros pomona","Hipposideros pomona","HIPPOSIDERIDAE"
"1464",1624,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,55,0,0,"Hipposideros pratti","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan, Yangshan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros pratti","Hipposideros pratti","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1273","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.0670157807056095,0.0045045045045045,0,"Hipposideros pratti","Hipposideros pratti","HIPPOSIDERIDAE"
"1465",1625,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,3,0,0,"Rhinolophus luctus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus luctus","Rhinolophus luctus","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1274","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.261799387799149,0.0714285714285714,0,"Rhinolophus luctus","Rhinolophus luctus","RHINOLOPHIDAE"
"1466",1626,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,3,0,0,"Rhinolophus macrotis","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus macrotis","Rhinolophus macrotis","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1275","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.261799387799149,0.0714285714285714,0,"Rhinolophus macrotis","Rhinolophus macrotis","RHINOLOPHIDAE"
"1467",1627,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,25,0,0,"Rhinolophus pearsonii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Lechang, Ruyuan, Yangshan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus pearsonii","Rhinolophus pearsonii","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1276","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.0986977799249404,0.00980392156862745,0,"Rhinolophus pearsonii","Rhinolophus pearsonii","RHINOLOPHIDAE"
"1468",1628,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,15,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan, Yangshan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus pusillus","Rhinolophus pusillus","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1277","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.126340127571039,0.0161290322580645,0,"Rhinolophus pusillus","Rhinolophus pusillus","RHINOLOPHIDAE"
"1469",1629,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,8,0,0,"Rhinolophus rex","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus rex","Rhinolophus rex","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1278","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.169918454727061,0.0294117647058824,0,"Rhinolophus rex","Rhinolophus rex","RHINOLOPHIDAE"
"1470",1630,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,73,0,0,"Rhinolophus sinicus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Lechang, Yingde, Ruyuan, Shenzhen, Yangshan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus sinicus","Rhinolophus sinicus","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1279","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.0582555314091894,0.00340136054421769,0,"Rhinolophus sinicus","Rhinolophus sinicus","RHINOLOPHIDAE"
"1473",1633,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,1,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","Miniopterus schreibersii","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1280","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.392699081698724,0.166666666666667,0,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1474",1634,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,9,0,0,"Myotis adversus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Huadu, Shenzhen","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis adversus","Myotis adversus","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1281","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.160875277198321,0.0263157894736842,0,"Myotis adversus","Myotis adversus","VESPERTILIONIDAE"
"1475",1635,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,2,0,0,"Myotis altarium","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan, Yangshan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis altarium","Myotis altarium","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1282","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.307739854335194,0.1,0,"Myotis altarium","Myotis altarium","VESPERTILIONIDAE"
"1476",1636,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,21,0,0,"Myotis chinensis","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde, Ruyuan, Shenzhen","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis chinensis","Myotis chinensis","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1283","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.107424916537856,0.0116279069767442,0,"Myotis chinensis","Myotis chinensis","VESPERTILIONIDAE"
"1477",1637,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,57,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Xuwen, Baiyun, Ruyuan, Yangshan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis daubentonii","Myotis daubentonii","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1284","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.0658433540292081,0.00434782608695652,0,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"1478",1638,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,17,0,0,"Myotis longipes","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Ruyuan, Yangshan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis longipes","Myotis longipes","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1285","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.118970562415104,0.0142857142857143,0,"Myotis longipes","Myotis longipes","VESPERTILIONIDAE"
"1479",1639,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,47,0,0,"Myotis ricketti","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde, Ruyuan","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis pilosus","Myotis pilosus","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1286","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.0724217484992798,0.00526315789473684,0,"Myotis pilosus","Myotis pilosus","VESPERTILIONIDAE"
"1481",1641,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,1,0,0,"Nyctalus plancyi","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Nyctalus plancyi","Nyctalus plancyi","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1287","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.392699081698724,0.166666666666667,0,"Nyctalus plancyi","Nyctalus plancyi","VESPERTILIONIDAE"
"1486",1646,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,3,0,0,"Scotomanes ornatus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Scotomanes ornatus","Scotomanes ornatus","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1288","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.261799387799149,0.0714285714285714,0,"Scotomanes ornatus","Scotomanes ornatus","VESPERTILIONIDAE"
"1487",1647,"discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","Luo et al.","J Virol",2018,3,0,0,"Scotophilus kuhlii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Guangdong","Yingde, Shenzhen","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:23pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Scotophilus kuhlii","Scotophilus kuhlii","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus","1289","discovery of novel bat coronaviruses in south china that use the same receptor as middle east respiratory syndrome coronavirus",0.261799387799149,0.0714285714285714,0,"Scotophilus kuhlii","Scotophilus kuhlii","VESPERTILIONIDAE"
