"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","species_char","family"
"2101",2101,2664,"detection of novel sars-like and other coronaviruses in bats from kenya","Tong et al.","Emerg Infect Dis",2009,19,2,0.105263,"Otomops martiensseni","alphacoronavirus","","","","BtHKU7-like","pooled","cross-sectional","RNA","semi-nested RT-PCR","multiple","RdRp",NA,"fecal swab","Kenya","N","","7",NA,NA,"2006","","July",NA,"August","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","swab",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","alphacoronavirus",1,"Otomops martiensseni","Otomops martiensseni","detection of novel sars-like and other coronaviruses in bats from kenya","Otomops martiensseni","MOLOSSIDAE"
"2103",2103,2666,"detection of novel sars-like and other coronaviruses in bats from kenya","Tong et al.","Emerg Infect Dis",2009,4,0,0,"Rhinolophus hildebrandtii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","semi-nested RT-PCR","multiple","RdRp",NA,"fecal swab","Kenya","N","","10",NA,NA,"2006","","July",NA,"August","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","swab",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus hildebrandtii","Rhinolophus hildebrandtii","detection of novel sars-like and other coronaviruses in bats from kenya","Rhinolophus hildebrandtii","RHINOLOPHIDAE"
"2107",2107,2671,"detection of novel sars-like and other coronaviruses in bats from kenya","Tong et al.","Emerg Infect Dis",2009,10,2,0.2,"Rousettus aegyptiacus","betacoronavirus","","","","BtKY18-like","pooled","cross-sectional","RNA","semi-nested RT-PCR","multiple","RdRp",NA,"fecal swab","Kenya","N","","1",NA,NA,"2006","","July",NA,"August","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","swab",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","detection of novel sars-like and other coronaviruses in bats from kenya","Rousettus aegyptiacus","PTEROPODIDAE"
"2108",2108,2672,"detection of novel sars-like and other coronaviruses in bats from kenya","Tong et al.","Emerg Infect Dis",2009,9,2,0.222222,"Rousettus aegyptiacus","alphacoronavirus","","","","BtCoVA970-like, BtHKU9-like","pooled","cross-sectional","RNA","semi-nested RT-PCR","multiple","RdRp",NA,"fecal swab","Kenya","N","","2",NA,NA,"2006","","July",NA,"August","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","swab",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","alphacoronavirus",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","detection of novel sars-like and other coronaviruses in bats from kenya","Rousettus aegyptiacus","PTEROPODIDAE"
"2109",2109,2673,"detection of novel sars-like and other coronaviruses in bats from kenya","Tong et al.","Emerg Infect Dis",2009,9,6,0.666667,"Rousettus aegyptiacus","alphacoronavirus","","","","BtCoVA970-like, BtHKU9-like","pooled","cross-sectional","RNA","semi-nested RT-PCR","multiple","RdRp",NA,"fecal swab","Kenya","N","","16",NA,NA,"2006","","July",NA,"August","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","swab",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","alphacoronavirus",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","detection of novel sars-like and other coronaviruses in bats from kenya","Rousettus aegyptiacus","PTEROPODIDAE"
"2110",2110,2674,"detection of novel sars-like and other coronaviruses in bats from kenya","Tong et al.","Emerg Infect Dis",2009,11,2,0.181818,"Rousettus aegyptiacus","alphacoronavirus","","","","BtHKU9-like","pooled","cross-sectional","RNA","semi-nested RT-PCR","multiple","RdRp",NA,"fecal swab","Kenya","N","","13",NA,NA,"2006","","July",NA,"August","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","swab",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","alphacoronavirus",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","detection of novel sars-like and other coronaviruses in bats from kenya","Rousettus aegyptiacus","PTEROPODIDAE"
"2111",2111,2675,"detection of novel sars-like and other coronaviruses in bats from kenya","Tong et al.","Emerg Infect Dis",2009,3,0,0,"Taphozous hildegardeae","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","semi-nested RT-PCR","multiple","RdRp",NA,"fecal swab","Kenya","N","","14",NA,NA,"2006","","July",NA,"August","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","swab",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Taphozous hildegardeae","Taphozous hildegardeae","detection of novel sars-like and other coronaviruses in bats from kenya","Taphozous hildegardeae","EMBALLONURIDAE"
"2113",2113,2685,"rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Woo et al.","Emerg Microbes Infect",2018,16,0,0,"Rhinolophus sinicus","betacoronavirus","","Merbecovirus","","Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5","pooled","cross-sectional","Protein Detection Assay","Lateral flow immunoassay","single","N",NA,"alimentary specimen","China","N","Hong Kong, Guizhou","",NA,NA,"","2006","",2015,"","","Year",NA,"N","N","N","","VERENA Admin","4/29/2022 12:14pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"Other","N/A (samples from previous study used)","Yes","Lateral Flow Immunoassay","betacoronavirus",1,"Rhinolophus sinicus","Rhinolophus sinicus","rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Rhinolophus sinicus","RHINOLOPHIDAE"
"2114",2114,2686,"rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Woo et al.","Emerg Microbes Infect",2018,23,0,0,"Rhinolophus sinicus","betacoronavirus","","Merbecovirus","","Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5","pooled","cross-sectional","Protein Detection Assay","Lateral flow immunoassay","single","N",NA,"alimentary specimen","China","N","Hong Kong, Guizhou","",NA,NA,"","2006","",2015,"","","Year",NA,"N","N","N","","VERENA Admin","4/29/2022 12:14pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"Other","N/A (samples from previous study used)","Yes","Lateral Flow Immunoassay","betacoronavirus",1,"Rhinolophus sinicus","Rhinolophus sinicus","rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Rhinolophus sinicus","RHINOLOPHIDAE"
"2115",2115,2687,"rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Woo et al.","Emerg Microbes Infect",2018,27,24,0.888889,"Tylonycteris pachypus","betacoronavirus","","Merbecovirus","","Ty-BatCoV-HKU4","pooled","cross-sectional","Protein Detection Assay","Lateral flow immunoassay","single","N",NA,"alimentary specimen","China","N","Hong Kong, Guizhou","",NA,NA,"","2006","",2015,"","","Year",NA,"N","N","N","","VERENA Admin","4/29/2022 12:14pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"Other","N/A (samples from previous study used)","Yes","Lateral Flow Immunoassay","betacoronavirus",1,"Tylonycteris pachypus","Tylonycteris pachypus","rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Tylonycteris pachypus","VESPERTILIONIDAE"
"2116",2116,2688,"rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Woo et al.","Emerg Microbes Infect",2018,21,4,0.190476,"Pipistrellus abramus","betacoronavirus","","Merbecovirus","","Pi-BatCoV-HKU5","pooled","cross-sectional","Protein Detection Assay","Lateral flow immunoassay","single","N",NA,"alimentary specimen","China","N","Hong Kong, Guizhou","",NA,NA,"","2006","",2015,"","","Year",NA,"N","N","N","","VERENA Admin","4/29/2022 12:14pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"Other","N/A (samples from previous study used)","Yes","Lateral Flow Immunoassay","betacoronavirus",1,"Pipistrellus abramus","Pipistrellus abramus","rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Pipistrellus abramus","VESPERTILIONIDAE"
"2117",2117,2689,"rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Woo et al.","Emerg Microbes Infect",2018,7,0,0,"Myotis ricketti","betacoronavirus","","Merbecovirus","","Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5","pooled","cross-sectional","Protein Detection Assay","Lateral flow immunoassay","single","N",NA,"alimentary specimen","China","N","Hong Kong, Guizhou","",NA,NA,"","2006","",2015,"","","Year",NA,"N","N","N","","VERENA Admin","4/29/2022 12:14pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"Other","N/A (samples from previous study used)","Yes","Lateral Flow Immunoassay","betacoronavirus",1,"Myotis pilosus","Myotis pilosus","rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Myotis pilosus","VESPERTILIONIDAE"
"2118",2118,2690,"rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Woo et al.","Emerg Microbes Infect",2018,8,0,0,"Miniopterus pusillus","betacoronavirus","","Merbecovirus","","Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5","pooled","cross-sectional","Protein Detection Assay","Lateral flow immunoassay","single","N",NA,"alimentary specimen","China","N","Hong Kong, Guizhou","",NA,NA,"","2006","",2015,"","","Year",NA,"N","N","N","","VERENA Admin","4/29/2022 12:14pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"Other","N/A (samples from previous study used)","Yes","Lateral Flow Immunoassay","betacoronavirus",1,"Miniopterus pusillus","Miniopterus pusillus","rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Miniopterus pusillus","MINIOPTERIDAE"
"2119",2119,2691,"rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Woo et al.","Emerg Microbes Infect",2018,9,0,0,"Rousettus leschenaulti","betacoronavirus","","Merbecovirus","","Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5","pooled","cross-sectional","Protein Detection Assay","Lateral flow immunoassay","single","N",NA,"alimentary specimen","China","N","Hong Kong, Guizhou","",NA,NA,"","2006","",2015,"","","Year",NA,"N","N","N","","VERENA Admin","4/29/2022 12:14pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"Other","N/A (samples from previous study used)","Yes","Lateral Flow Immunoassay","betacoronavirus",1,"Rousettus leschenaultii","Rousettus leschenaultii","rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Rousettus leschenaultii","PTEROPODIDAE"
"2120",2120,2692,"rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Woo et al.","Emerg Microbes Infect",2018,20,0,0,"Hipposideros pomona","betacoronavirus","","Merbecovirus","","Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5","pooled","cross-sectional","Protein Detection Assay","Lateral flow immunoassay","single","N",NA,"alimentary specimen","China","N","Hong Kong, Guizhou","",NA,NA,"","2006","",2015,"","","Year",NA,"N","N","N","","VERENA Admin","4/29/2022 12:14pm","faecal, rectal, or anal","tissue",1,1,1,1,NA,NA,"Other","N/A (samples from previous study used)","Yes","Lateral Flow Immunoassay","betacoronavirus",1,"Hipposideros pomona","Hipposideros pomona","rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin","Hipposideros pomona","HIPPOSIDERIDAE"
"2121",2121,2750,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,14,0,0,"Pteronotus parnellii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Palo Verde, Santa Rosa","85º19'45.7""W, 85º37'27.2"" W","10º21'14.2""N, 10º50'08.5""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pteronotus parnellii","Pteronotus parnellii","neotropical bats from costa rica harbour diverse coronaviruses","Pteronotus parnellii","MORMOOPIDAE"
"2122",2122,2751,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,2,0,0,"Pteronotus gymnonotus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Palo Verde","85º19'45.7""W","10º21'14.2""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.3539444444444,-85.3293611111111,"RdRp","No","No","PCR","genus not specified",1,"Pteronotus gymnonotus","Pteronotus gymnonotus","neotropical bats from costa rica harbour diverse coronaviruses","Pteronotus gymnonotus","MORMOOPIDAE"
"2123",2123,2752,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,6,0,0,"Carollia subrufa","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Palo Verde, Nandayure","85º19'45.7""W, 85º15'55.2""W","10º21'14.2""N, 10º03'35.6""W","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Carollia subrufa","Carollia subrufa","neotropical bats from costa rica harbour diverse coronaviruses","Carollia subrufa","PHYLLOSTOMIDAE"
"2124",2124,2753,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,49,1,0.020408,"Carollia perspicillata","alphacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","",NA,NA,"","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Carollia perspicillata","Carollia perspicillata","neotropical bats from costa rica harbour diverse coronaviruses","Carollia perspicillata","PHYLLOSTOMIDAE"
"2125",2125,2754,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,18,0,0,"Carollia sowelli","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","",NA,NA,"","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Carollia sowelli","Carollia sowelli","neotropical bats from costa rica harbour diverse coronaviruses","Carollia sowelli","PHYLLOSTOMIDAE"
"2126",2126,2755,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,16,1,0.0625,"Carollia castanea","alphacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","",NA,NA,"","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Carollia castanea","Carollia castanea","neotropical bats from costa rica harbour diverse coronaviruses","Carollia castanea","PHYLLOSTOMIDAE"
"2127",2127,2756,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,76,1,0.013158,"Artibeus jamaicensis","alphacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","",NA,NA,"","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Artibeus jamaicensis","Artibeus jamaicensis","neotropical bats from costa rica harbour diverse coronaviruses","Artibeus jamaicensis","PHYLLOSTOMIDAE"
"2128",2128,2757,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,7,0,0,"Artibeus lituratus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Palo Verde, San Jose, Santa Rosa",NA,NA,"","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Artibeus lituratus","Artibeus lituratus","neotropical bats from costa rica harbour diverse coronaviruses","Artibeus lituratus","PHYLLOSTOMIDAE"
"2129",2129,2758,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,8,0,0,"Artibeus watsoni","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Tirimbina Biological Station, Nandayure, Santa Rosa",NA,NA,"","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Dermanura watsoni","Dermanura watsoni","neotropical bats from costa rica harbour diverse coronaviruses","Dermanura watsoni","PHYLLOSTOMIDAE"
"2130",2130,2759,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,1,0,0,"Artibeus phaeotis","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Parrita","84º24'02.5""W","9º3226.0""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,9.89611111111111,-84.4006944444445,"RdRp","No","No","PCR","genus not specified",1,"Dermanura phaeotis","Dermanura phaeotis","neotropical bats from costa rica harbour diverse coronaviruses","Dermanura phaeotis","PHYLLOSTOMIDAE"
"2131",2131,2760,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,6,0,0,"Vampyriscus nymphaea","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Tirimbina Biological Station, Parrita","84º07'25.4""W, 84º24'02.5""W","10º25'01.4"" N, 9º3226.0""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Vampyressa nymphaea","Vampyressa nymphaea","neotropical bats from costa rica harbour diverse coronaviruses","Vampyressa nymphaea","PHYLLOSTOMIDAE"
"2132",2132,2761,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,7,0,0,"Uroderma bilobatum","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","",NA,NA,"","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Uroderma bilobatum","Uroderma bilobatum","neotropical bats from costa rica harbour diverse coronaviruses","Uroderma bilobatum","PHYLLOSTOMIDAE"
"2133",2133,2762,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,2,0,0,"Platyrrhinus vittatus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Virgen del Socorro","84º07'21.3""W","10º17'31.9""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.2921944444444,-84.1225833333333,"RdRp","No","No","PCR","genus not specified",1,"Platyrrhinus vittatus","Platyrrhinus vittatus","neotropical bats from costa rica harbour diverse coronaviruses","Platyrrhinus vittatus","PHYLLOSTOMIDAE"
"2134",2134,2763,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,2,0,0,"Platyrrhinus helleri","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Parrita, Santa Rosa","84º24'02.5""W, 85º37'27.2"" W","9º3226.0""N, 10º50'08.5""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Platyrrhinus helleri","Platyrrhinus helleri","neotropical bats from costa rica harbour diverse coronaviruses","Platyrrhinus helleri","PHYLLOSTOMIDAE"
"2135",2135,2764,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,27,0,0,"Desmodus rotundus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","",NA,NA,"","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Desmodus rotundus","Desmodus rotundus","neotropical bats from costa rica harbour diverse coronaviruses","Desmodus rotundus","PHYLLOSTOMIDAE"
"2136",2136,2765,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,21,1,0.047619,"Glossophaga soricina","alphacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","",NA,NA,"","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Glossophaga soricina","Glossophaga soricina","neotropical bats from costa rica harbour diverse coronaviruses","Glossophaga soricina","PHYLLOSTOMIDAE"
"2137",2137,2766,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,7,0,0,"Glossophaga comissarisi","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","San Jose","84º02'42.8""W","9º56'19.3""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,9.93869444444444,-84.0452222222222,"RdRp","No","No","PCR","genus not specified",1,"Glossophaga commissarisi","Glossophaga commissarisi","neotropical bats from costa rica harbour diverse coronaviruses","Glossophaga commissarisi","PHYLLOSTOMIDAE"
"2138",2138,2767,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,2,0,0,"Hylonycteris underwoodi","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Virgen del Socorro","84º07'21.3""W","10º17'31.9""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.2921944444444,-84.1225833333333,"RdRp","No","No","PCR","genus not specified",1,"Hylonycteris underwoodi","Hylonycteris underwoodi","neotropical bats from costa rica harbour diverse coronaviruses","Hylonycteris underwoodi","PHYLLOSTOMIDAE"
"2139",2139,2768,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,1,0,0,"Anoura cultrata","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Palo Verde","85º19'45.7""W","10º21'14.2""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.3539444444444,-85.3293611111111,"RdRp","No","No","PCR","genus not specified",1,"Anoura cultrata","Anoura cultrata","neotropical bats from costa rica harbour diverse coronaviruses","Anoura cultrata","PHYLLOSTOMIDAE"
"2140",2140,2769,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,11,0,0,"Sturnira ludovici","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Virgen del Socorro, San Jose","84º07'21.3""W, 84º02'42.8""W","10º17'31.9""N, 9º56'19.3""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Sturnira ludovici","Sturnira ludovici","neotropical bats from costa rica harbour diverse coronaviruses","Sturnira ludovici","PHYLLOSTOMIDAE"
"2141",2141,2770,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,6,0,0,"Sturnira lilium","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Palo Verde, Virgen del Socorro, San Jose","85º19'45.7""W, 84º07'21.3""Wm 84º02'42.8""W","10º21'14.2""N, 10º17'31.9""N, 9º56'19.3""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Sturnira lilium","Sturnira lilium","neotropical bats from costa rica harbour diverse coronaviruses","Sturnira lilium","PHYLLOSTOMIDAE"
