"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies"
"1871",1871,2934,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,28,1,0.035714,"Pipistrellus kuhlii","alphacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Lombarda and Emilia regions","",NA,NA,"","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Pipistrellus kuhlii","Pipistrellus kuhlii","detection of coronaviruses in bats of various species in italy"
"1874",1874,2160,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,2,0,0,"Tadarida teniotis","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"Carcass","Italy","N","Lombarda and Emilia regions","",NA,NA,"","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","pooled tissue","tissue",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Tadarida teniotis","Tadarida teniotis","detection of coronaviruses in bats of various species in italy"
"1875",1875,2161,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,1,0,0,"Tadarida teniotis","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Lombarda and Emilia regions","",NA,NA,"","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Tadarida teniotis","Tadarida teniotis","detection of coronaviruses in bats of various species in italy"
"1876",1876,2162,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,2,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"Carcass","Italy","N","Lombarda and Emilia regions","",NA,NA,"","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","pooled tissue","tissue",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Nyctalus noctula","Nyctalus noctula","detection of coronaviruses in bats of various species in italy"
"1877",1877,2163,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,1,1,1,"Nyctalus noctula","betacoronavirus","","Merbecovirus","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Lombarda and Emilia regions","",NA,NA,"","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","betacoronavirus",1,"Nyctalus noctula","Nyctalus noctula","detection of coronaviruses in bats of various species in italy"
"1878",1878,2164,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,1,1,1,"Hypsugo savii","betacoronavirus","","Merbecovirus","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"Carcass","Italy","N","Lombarda and Emilia regions","",NA,NA,"","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","pooled tissue","tissue",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","betacoronavirus",1,"Pipistrellus savii","Pipistrellus savii","detection of coronaviruses in bats of various species in italy"
"1879",1879,2165,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,2,0,0,"Hypsugo savii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Lombarda and Emilia regions","",NA,NA,"","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:30pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Pipistrellus savii","Pipistrellus savii","detection of coronaviruses in bats of various species in italy"
"1880",1880,2166,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,3,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"Carcass","Italy","N","Lombarda and Emilia regions","",NA,NA,"","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:31pm","pooled tissue","tissue",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Plecotus auritus","Plecotus auritus","detection of coronaviruses in bats of various species in italy"
"1881",1881,2167,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,2,0,0,"Vespertilio murinus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"Carcass","Italy","N","Lombarda and Emilia regions","",NA,NA,"","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:31pm","pooled tissue","tissue",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Vespertilio murinus","Vespertilio murinus","detection of coronaviruses in bats of various species in italy"
"1882",1882,2168,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,1,0,0,"Vespertilio murinus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Lombarda and Emilia regions","",NA,NA,"","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Vespertilio murinus","Vespertilio murinus","detection of coronaviruses in bats of various species in italy"
"1883",1883,2169,"detection of coronaviruses in bats of various species in italy","Lelli et al.","Viruses",2013,6,3,0.5,"Rhinolophus hipposideros","betacoronavirus","","Sarbecovirus","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Lombarda and Emilia regions","",NA,NA,"","2010","",2012,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","betacoronavirus",1,"Rhinolophus hipposideros","Rhinolophus hipposideros","detection of coronaviruses in bats of various species in italy"
"1884",1884,2156,"the close genetic relationship of lineage d betacoronavirus from nigerian and kenyan straw-colored fruit bats (eidolon helvum) is consistent with the existence of a single epidemiological unit across sub-saharan africa","Leopardi et al.","Virus Genes",2016,79,6,0.075949,"Eidolon helvum","betacoronavirus","","Nobecovirus","bat","","pooled","longitudinal","RNA","nested RT-PCR","multiple","RdRp",NA,"faecal samples","Nigeria","N","Oyo","Agodi Garden, city of Ibadan",NA,NA,"2011","","",NA,"","","Year",2,"N","Y, heart of the city of Ibadan","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Eidolon helvum","Eidolon helvum","the close genetic relationship of lineage d betacoronavirus from nigerian and kenyan straw-colored fruit bats (eidolon helvum) is consistent with the existence of a single epidemiological unit across sub-saharan africa"
"1885",1885,2170,"the persistent prevalence and evolution of cross-family recombinant coronavirus gccdc1 among a bat population: a two-year follow-up","Obameso et al.","Sci China Life Sci",2017,118,47,0.398305,"Rousettus leschenaulti","betacoronavirus","","","Rousettus bat","Ro-BatCoV GCCDC1","repeat","longitudinal","RNA","RT-PCR","single","RdRp-1",NA,"anal swab","China","N","Yunnan","Xishuangbanna Cave",NA,NA,"2014","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rousettus leschenaultii","Rousettus leschenaultii","the persistent prevalence and evolution of cross-family recombinant coronavirus gccdc1 among a bat population: a two-year follow-up"
"1886",1886,2171,"the persistent prevalence and evolution of cross-family recombinant coronavirus gccdc1 among a bat population: a two-year follow-up","Obameso et al.","Sci China Life Sci",2017,270,70,0.259259,"Rousettus leschenaulti","betacoronavirus","","","Rousettus bat","Ro-BatCoV GCCDC1","repeat","longitudinal","RNA","RT-PCR","single","RdRp-2",NA,"anal swab","China","N","Yunnan","Xishuangbanna Cave",NA,NA,"2014","","",NA,"","October","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rousettus leschenaultii","Rousettus leschenaultii","the persistent prevalence and evolution of cross-family recombinant coronavirus gccdc1 among a bat population: a two-year follow-up"
"1887",1887,2172,"the persistent prevalence and evolution of cross-family recombinant coronavirus gccdc1 among a bat population: a two-year follow-up","Obameso et al.","Sci China Life Sci",2017,180,64,0.355556,"Rousettus leschenaulti","betacoronavirus","","","Rousettus bat","Ro-BatCoV GCCDC1","repeat","longitudinal","RNA","RT-PCR","single","RdRp-2",NA,"anal swab","China","N","Yunnan","Xishuangbanna Cave",NA,NA,"2015","","",NA,"","October","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rousettus leschenaultii","Rousettus leschenaultii","the persistent prevalence and evolution of cross-family recombinant coronavirus gccdc1 among a bat population: a two-year follow-up"
"1888",1888,2213,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,2,1,0.5,"Cynopterus brachyotis","betacoronavirus","","","bat","bat-CoV/Philippines/Diliman1525G2/2008","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","","A",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Cynopterus brachyotis","Cynopterus brachyotis","genomic and serological detection of bat coronavirus from bats in the philippines"
"1889",1889,2214,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,10,5,0.5,"Ptenochirus jagori","betacoronavirus","","","bat","BtCoV/Philippines/Diliman1525G2/2008 and/or BtCoV2265/Philippines/2010","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","","A",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Ptenochirus jagori","Ptenochirus jagori","genomic and serological detection of bat coronavirus from bats in the philippines"
"1890",1890,2215,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,8,2,0.25,"Emballonura alecto","betacoronavirus","","","bat","BtCoV2265/Philippines/2010","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","","A",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Emballonura alecto","Emballonura alecto","genomic and serological detection of bat coronavirus from bats in the philippines"
"1891",1891,2216,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,2,1,0.5,"Rhinolophus rufus","betacoronavirus","","","bat","BtCoV2265/Philippines/2010","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","","A",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus rufus","Rhinolophus rufus","genomic and serological detection of bat coronavirus from bats in the philippines"
"1892",1892,2217,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,6,0,0,"Haplonicteris fischeri","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","","A",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Haplonycteris fischeri","Haplonycteris fischeri","genomic and serological detection of bat coronavirus from bats in the philippines"
"1893",1893,2218,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,2,0,0,"Macroglossus minimus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","","A",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Macroglossus minimus","Macroglossus minimus","genomic and serological detection of bat coronavirus from bats in the philippines"
"1894",1894,2219,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,6,1,0.166667,"Cynopterus brachyotis","betacoronavirus","","","bat","bat-CoV/Philippines/Diliman1525G2/2008","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","","B",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Cynopterus brachyotis","Cynopterus brachyotis","genomic and serological detection of bat coronavirus from bats in the philippines"
"1895",1895,2220,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,8,1,0.125,"Ptenochirus jagori","betacoronavirus","","","bat","BtCoV/Philippines/Diliman1525G2/2008 and/or BtCoV2265/Philippines/2010","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","","B",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Ptenochirus jagori","Ptenochirus jagori","genomic and serological detection of bat coronavirus from bats in the philippines"
"1896",1896,2221,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,5,1,0.2,"Rousettus amplexicaudatus","betacoronavirus","","","bat","BtCoV2265/Philippines/2010","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","","B",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rousettus amplexicaudatus","Rousettus amplexicaudatus","genomic and serological detection of bat coronavirus from bats in the philippines"
"1897",1897,2222,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,43,16,0.372093,"Cynopterus brachyotis","betacoronavirus","","","bat","bat-CoV/Philippines/Diliman1525G2/2008","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Philippines","N","","C",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Cynopterus brachyotis","Cynopterus brachyotis","genomic and serological detection of bat coronavirus from bats in the philippines"
"1898",1898,2223,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,11,1,0.090909,"Ptenochirus jagori","betacoronavirus","","","bat","BtCoV/Philippines/Diliman1525G2/2008 and/or BtCoV2265/Philippines/2010","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Philippines","N","","C",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Ptenochirus jagori","Ptenochirus jagori","genomic and serological detection of bat coronavirus from bats in the philippines"
"1899",1899,2224,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,1,0,0,"Rousettus amplexicaudatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Philippines","N","","C",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rousettus amplexicaudatus","Rousettus amplexicaudatus","genomic and serological detection of bat coronavirus from bats in the philippines"
"1900",1900,2225,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,3,0,0,"Hipposideros diadema","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Philippines","N","","C",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros diadema","Hipposideros diadema","genomic and serological detection of bat coronavirus from bats in the philippines"
"1901",1901,2226,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,28,11,0.392857,"Cynopterus brachyotis","betacoronavirus","","","bat","bat-CoV/Philippines/Diliman1525G2/2008","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Philippines","N","","D",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Cynopterus brachyotis","Cynopterus brachyotis","genomic and serological detection of bat coronavirus from bats in the philippines"
"1902",1902,2227,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,21,4,0.190476,"Ptenochirus jagori","betacoronavirus","","","bat","BtCoV/Philippines/Diliman1525G2/2008 and/or BtCoV2265/Philippines/2010","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Philippines","N","","D",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Ptenochirus jagori","Ptenochirus jagori","genomic and serological detection of bat coronavirus from bats in the philippines"
"1903",1903,2228,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,1,1,1,"Hipposideros diadema","alphacoronavirus","","","bat","BtCoV2231/Philippines/2010","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Philippines","N","","D",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","alphacoronavirus",1,"Hipposideros diadema","Hipposideros diadema","genomic and serological detection of bat coronavirus from bats in the philippines"
"1904",1904,2229,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,4,2,0.5,"Cynopterus brachyotis","betacoronavirus","","","bat","bat-CoV/Philippines/Diliman1525G2/2008","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Philippines","N","","E",NA,NA,"2011","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Cynopterus brachyotis","Cynopterus brachyotis","genomic and serological detection of bat coronavirus from bats in the philippines"
"1905",1905,2230,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,17,5,0.294118,"Ptenochirus jagori","betacoronavirus","","","bat","BtCoV/Philippines/Diliman1525G2/2008 and/or BtCoV2265/Philippines/2010","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Philippines","N","","E",NA,NA,"2011","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Ptenochirus jagori","Ptenochirus jagori","genomic and serological detection of bat coronavirus from bats in the philippines"
"1906",1906,2231,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,1,1,1,"Macroglossus minimus","betacoronavirus","","","bat","BtCoV2265/Philippines/2010","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Philippines","N","","E",NA,NA,"2011","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Macroglossus minimus","Macroglossus minimus","genomic and serological detection of bat coronavirus from bats in the philippines"
"1907",1907,2232,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,2,1,0.5,"Cynopterus brachyotis","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"intestines","Philippines","N","","A",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Cynopterus brachyotis","Cynopterus brachyotis","genomic and serological detection of bat coronavirus from bats in the philippines"
"1908",1908,2233,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,10,10,1,"Ptenochirus jagori","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"intestines","Philippines","N","","A",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Ptenochirus jagori","Ptenochirus jagori","genomic and serological detection of bat coronavirus from bats in the philippines"
"1909",1909,2234,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,8,5,0.625,"Emballonura alecto","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"intestines","Philippines","N","","A",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Emballonura alecto","Emballonura alecto","genomic and serological detection of bat coronavirus from bats in the philippines"
"1910",1910,2235,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,2,2,1,"Rhinolophus rufus","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"intestines","Philippines","N","","A",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Rhinolophus rufus","Rhinolophus rufus","genomic and serological detection of bat coronavirus from bats in the philippines"
"1911",1911,2236,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,6,1,0.166667,"Haplonicteris fischeri","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"intestines","Philippines","N","","A",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Haplonycteris fischeri","Haplonycteris fischeri","genomic and serological detection of bat coronavirus from bats in the philippines"
"1912",1912,2237,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,2,1,0.5,"Macroglossus minimus","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"intestines","Philippines","N","","A",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Macroglossus minimus","Macroglossus minimus","genomic and serological detection of bat coronavirus from bats in the philippines"
"1913",1913,2238,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,6,4,0.666667,"Cynopterus brachyotis","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"intestines","Philippines","N","","B",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Cynopterus brachyotis","Cynopterus brachyotis","genomic and serological detection of bat coronavirus from bats in the philippines"
"1914",1914,2239,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,8,6,0.75,"Ptenochirus jagori","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"intestines","Philippines","N","","B",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Ptenochirus jagori","Ptenochirus jagori","genomic and serological detection of bat coronavirus from bats in the philippines"
